,Author,Quotes,Likes,Tags
1654,R.C. Sproul,"“If you don’t delight in the fact that your Father is holy, holy, holy, then you are spiritually dead. You may be in a church. You may go to a Christian school. But if there is no delight in your soul for the holiness of God, you don’t know God. You don’t love God. You’re out of touch with God. You’re asleep to his character.”",28,"['god', 'gospel', 'holiness', 'sin']"
1655,Abraham Lincoln,"“In regards to this great Book [the Bible], I have but to say it is the best gift God has given to man. All the good the Savior gave to the world was communicated through this Book. But for it we could not know right from wrong. All things most desirable for man's welfare, here and hereafter, are found portrayed in it.”",25,"['bible', 'christianity', 'civil-war', 'god', 'inspirational', 'religion']"
1656,Anne Brontë,"“But, God knows best, I concluded.”",21,"['belief', 'belief-in-god', 'god']"
1657,Oscar Wilde,"“Nobody is worthy to be loved. The fact that God loves man shows us that in the divine order of ideal things it is written that eternal love is to be given to what is eternally unworthy. Or if that phrase seems to be a bitter one to bear, let us say that everybody is worthy of love, except him who thinks he is.”",20,"['beauty', 'god', 'love']"
1658,Dan Brown,“God is found in the collection of Many. . . rather than in the One.”,18,['god']
1659,Amy Layne Litzelman,"“You know, we can quote the written Word all day to our friends, but nothing will touch them like our own hunger and love for the Word himself. It is not dutiful love that attracts but love freely lavished from a heart familiar with the gardens of heaven.”",16,"['bible', 'christian', 'christianity', 'god', 'inspirational', 'inspirational-quotes', 'jesus', 'jesus-christ', 'love', 'lovers', 'religion', 'religion-christianity']"
1660,Sarah Dunant,"“If grace belongs to God, there are those who say that luck belongs to the Devil and that he looks after his own.”",16,"['devil', 'god', 'grace', 'luck']"
1661,Bram Stoker,“These infinitesimal distinctions between man and man are too paltry for an Omnipotent Being. How these madmen,16,"['compassion', 'god', 'idolatry']"
1662,Bernard Werber,"“Радость. Долг каждого человека - взращивать свою внутреннюю радость. Но многие религии забыли это правило. Большинство храмов темны и холодны. Литургическая музыка помпезна и грустна. Священники одеваются в черное. Ритуалы прославляют пытки мучеников и соперничают в изображении жестокостей. Как если бы мучения, которые претерпели их пророки, были свидетельствами их истинности.",13,"['god', 'happiness', 'joy', 'religion']"
1663,Annie Dillard,"“The mountains are great stone bells; they clang together like nuns. Who shushed the stars? There are a thousand million galaxies easily seen in the Palomar reflector; collisions between and among them do, of course, occur. But these collisions are very long and silent slides. Billions of stars sift amont each other untouched, too distant even to be moved, heedless as always, hushed. The sea pronounces something, over and over, in a hoarse whisper; I cannot quite make it out. But God knows I have tried.”",13,"['earth', 'god', 'life', 'listening', 'mountains', 'nature', 'stars']"
1664,Vaslav Nijinsky,"“I am not an ape, I am a man. The world has been created by God. Man has been created by God. It is not possible for man to understand God - God understands God. Man is God and therefore understands God. I am God. I am a man. I am good and not a beast. I am an animal with reason. I have flesh, I *am* flesh, I am not descended from flesh. Flesh is created by God. I am God. I am God. I am God.”",12,"['ape', 'flesh', 'god', 'man']"
1665,Ava Gardner,"“I'm here to tell you, there ain't much forgiveness in that old-time religion. That particular savior was a mean son of a bitch. If you sinned, honey, he was going to get you, no doubt about it.”",11,"['ava-gardner', 'forgiveness', 'god', 'humor', 'religion', 'sin']"
1666,Fulton J. Sheen,"“We must go out to Pure Life, Pure Truth, Pure Love, and that is the definition of God. He is the ultimate goal of life; from Him we came, and in Him alone do we find our peace.”",11,"['catholic', 'catholicism', 'god']"
1667,C. JoyBell C.,"“No more quickly can a person rob you of your joy and peace than when that individual succeeds at making you feel like you're less than worthy of God as compared to his/her own self. The old adage ""You're on your way to hell, and I'm on my way to heaven"" spoken or implied to another, is the most predominantly effective way to make someone feel better about himself; and he doesn't even have to prove he's better in this life on earth because now he can just say ""Wait 'til I'm looking down at you while you're in hell!"" But don't be robbed of your joy and peace, individuals or groups of people like that don't know where God is; He is a whisper-distance away from you, is all.”",11,"['god', 'inspirational-life', 'inspirational-spiritual', 'joy', 'peace', 'relationship-with-god', 'religion', 'spirituality', 'where-god-is']"
1668,Joe Wheeler,"“Man’s glory lies not, Lincoln thought, in ‘his goodness,’ for this is often nonexistent. He derives glory, instead, from his being made in the image of the Living God.”",11,"['abraham-lincoln', 'faith', 'god', 'goodness']"
1669,Margaret Feinberg,"“I call them sacred echoes because I noticed that throughout my relationships, daily life, and study, the same scripturally sound idea or phrase or word will keep reappearing until I can no longer avoid its presence."" -The Sacred Echo”",9,"['god', 'margaret-feinberg', 'the-sacred-echo']"
1670,Valentin Rasputin,“الرب أعطى النقود، والشيطان صنع ثقباً. وها هي نقود الرب تتسرب عبر ثقب الشيطان.”,7,"['alcohol', 'devil', 'drinking', 'god', 'management', 'money']"
1671,Stevie Smith,"“Away with them, away; we should not believe fairy stories if we wish to be good. Think of them as persons from the fairy wood.”",6,"['devil', 'fairies', 'god', 'gods', 'i-was-so-full', 'religion', 'the-devil']"
1672,Ahmad Al-Tifashi,"“Praise be to God, Who has so disposed matters that pleasant literary anecdotes may serve as an instrument for the polishing of wits and the cleansing of rust from our hearts.”",5,"['god', 'literature', 'religion']"
1673,Margaret Feinberg,"“And like an echo, God often uses the repetitive events and themes in daily life to get my attention and draw me closer to himself."" - The Sacred Echo”",5,"['god', 'margaret-feinberg', 'the-sacred-echo']"
1674,Margaret Feinberg,"“Hunger for God compels us to seek the Lord. At times our desire for God overcomes our physical desires, and the ache for God is palpable. Throughout the Scriptures, God is faithful to reward those who search for him. Written during one of King David's low points, while living on the run in the wilderness, he cries, ""Oh God, you are my God, earnestly I seek you; my soul thirsts for you, my body longs for you, in a dry and weary land where there is no water."" Though David hides in the wilderness, he doesn't stay there physically or spiritually. When we seek God with our whole hearts and souls, he promises to reveal himself to us."" -Hungry for God”",5,"['god', 'hungry-for-god', 'inspirational']"
1675,Wayne Cordeiro,“The promise of a dreamer’s future will always remain greater than their present ability. God will always give them dreams that are further along than their current level of maturity.”,5,"['dream', 'dreams', 'god', 'maturity']"
1676,Ray Bradbury,"“The Official was bending over his desk, staring at the sergeant.",4,"['god', 'religion']"
1677,Leo Tolstoy,"“No one can attain to truth by himself. Only by laying stone on stone with the cooperation of all, by the millions of generations from our forefather Adam to our own times, is that temple reared which is to be a worthy dwelling place of the Great God.”",4,"['god', 'truth']"
1678,Wayne Cordeiro,"“[God] deposits a dream of what we can be for Him, a dream that acts as our internal honing device.”",4,"['dreams', 'god']"
1679,Menachem Mendel,“God is only where you let Him in”,3,['god']
1680,Jeremy Aldana,"“Theology, philosophy, metaphysics, and quantum physics are merely ways for God to have his smart people believe in him”",55,"['belief', 'faith', 'god', 'humor', 'idea', 'inspirational', 'intelligence', 'light-hearted', 'metaphysics', 'philosophy', 'quantum-physics', 'theology', 'thought']"
1681,St. Athanasius,"“Even on the cross He did not hide Himself from sight; rather, He made all creation witness to the presence of its Maker.”",42,"['creation', 'cross', 'god', 'jesus', 'witness']"
1682,Hudson Taylor,"“Depend on it. God's work done in God's way will never lack God's supply. He is too wise a God to frustrate His purposes for lack of funds, and He can just as easily supply them ahead of time as afterwards, and He much prefers doing so.”",41,"['funds', 'god', 'missionary', 'need', 'provide', 'purpose', 'supply']"
1683,Carl Sagan,"“Or consider a story in the Jewish Talmud left out of the Book of Genesis. (It is in doubtful accord with the account of the apple, the Tree of Knowledge, the Fall, and the expulsion from Eden.) In The Garden, God tells Eve and Adam that He has intentionally left the Universe unfinished. It is the responsibility of humans, over countless generations, to participate with God in a ""glorious"" experiment - the ""completing of the Creation.""",41,"['creation', 'experiment', 'god']"
1684,William Nicholson,"“To put it another way, pain is God's megaphone to rouse a deaf world. Why must it be pain? Why can't he rouse us more gently, with violins or laughter? Because the dream from which we must be wakened, is the dream that all is well.”",39,"['c-s-lewis', 'god', 'pain', 'suffering']"
1685,Alexandre Dumas,"“Look, look,' cried the count, seizing the young man's hands - ""look, for on my soul it is curious. Here is a man who had resigned himself to his fate, who was going to the scaffold to die - like a coward, it is true, but he was about to die without resistance. Do you know what gave him strength? - do you know what consoled him? It was, that another partook of his punishment - that another partook of his anguish - that another was to die before him. Lead two sheep to the butcher's, two oxen to the slaughterhouse, and make one of them understand that his companion will not die; the sheep will bleat for pleasure, the ox will bellow with joy. But man - man, who God created in his own image - man, upon whom God has laid his first, his sole commandment, to love his neighbour - man, to whom God has given a voice to express his thoughts - what is his first cry when he hears his fellowman is saved? A blasphemy. Honour to man, this masterpiece of nature, this king of the creation!”",38,"['alexandre-dumas', 'death', 'fellowship', 'god', 'man', 'nature', 'the-count-of-monte-cristo']"
1686,C.S. Lewis,"“But, for a Christian, there are, strictly speaking, no chances. A secret Master of the Ceremonies has been at work. Christ, who said to the disciples ""Ye have not chosen me, but I have chosen you,"" can truly say to every group of Christian friends ""You have not chosen one another but I have chosen you for one another."" The Friendship is not a reward for our discrimination and good taste in finding one another out. It is the instrument by which God reveals to each the beauties of all the others. They are no greater than the beauties of a thousand other men; by Friendship God opens our eyes to them. They are, like all beauties, derived from Him through the Friendship itself, so that it is His instrument for creating as well as for revealing. At this feast it is He who has spread the board and it is He who has chosen the guests. It is He, we may dare to hope, who sometimes does, and always should, preside. Let us not reckon without our Host.”",33,"['divine', 'friendship', 'god', 'love']"
1687,Robinson Jeffers,“What is this thing called life? I believe,30,"['existence', 'god', 'life', 'the-universe']"
1688,Sri Ramakrishna,“Different creeds are but different paths to reach the same God.”,30,"['god', 'religion']"
1689,Mark Gonzales,"“And I understand my sisters when they say every woman has a story that's been told a maxim of one soul, maybe less",27,"['god', 'inspirational-love', 'women-s-strength']"
1690,Hans Urs von Balthasar,"“God defines himself as ""I am who I am"", which also means: My being is such that I shall always be present in every moment of becoming.”",23,"['catholicism', 'christianity', 'eternal-father', 'god', 'god-father', 'spirituality']"
1691,Frederic Bastiat,"“Life, faculties, production-in other words, individuality, liberty, property-this is man. And in spite of the cunning of artful political leaders, these three gifts from God precede all human legislation, and are superior to it.”",20,"['god', 'law', 'legislation', 'liberty', 'man', 'politics']"
1692,Simone Weil,“There are two atheisms of which one is a purification of the notion of God.”,20,"['atheism', 'belief', 'concepts', 'god']"
1693,John Calvin,"“The Lord commands us to do good unto all men without exception, though the majority are very undeserving when judged according to their own merits... [The Scripture] teaches us that we must not think of man's real value, but only of his creation in the image of God to which we owe all possible honor and love.”",20,"['god', 'love', 'neighbor']"
1694,Blaise Pascal,"“He that takes truth for his guide, and duty for his end, may safely trust to God's providence to lead him aright”",18,"['duty', 'god', 'providence', 'truth']"
1695,Paul E. Miller,"“Everything you do is connected to who you are as a person and, in turn, creates the person you are becoming. Everything you do affects those you love. All of life is covenant.",15,"['covenant', 'god', 'hope', 'prayer', 'story']"
1696,Hans Urs von Balthasar,"“What the Father gives is the capacity to be a self, freedom, and thus autonomy, but an autonomy which can be understood only as a surrender of self to the other.”",14,"['catholicism', 'christ', 'christianity', 'christology', 'god', 'god-father', 'god-son', 'jesus-christ', 'theology']"
1697,Victor Hugo,"“Does there exist an Infinity outside ourselves? Is that infinity One, immanent and permanent, necessarily having substance, since He is infinite and if He lacked matter He would be limited, necessarily possessing intelligence since He is infinite and, lacking intelligence, He would be in that sense finite. Does this Infinity inspire in us the idea of essense, while to ourselves we can only attribute the idea of existence? In order words, is He not the whole of which we are but the part?”",13,"['god', 'infinity', 'spirituality']"
1698,Hans Urs von Balthasar,"“In Christ, for the first time, we see that in God himself there exists--within his inseparable unity--the distinction between the Father who gives and the Gift which is given (the Son), but only in the unity of the Holy Spirit.”",12,"['catholicism', 'christ', 'christianity', 'god', 'god-father', 'god-son', 'god-spirit', 'holy-spirit', 'holy-trinity', 'jesus-christ', 'theology']"
1699,Paul E. Miller,"“God is a person, and his universe reflects his personhood. The closer something is to the character of God, the more it reflects him and the less it can be measured. Things such as integrity, beauty, hope, and love are all in the same category as prayer. You can tell their presence and even describe them, but you can't define them, simply because they are too close to God's image.”",12,"['creation', 'god', 'prayer']"
1700,Sorin Cerin,"“God, listen to the absurdity within us and raise us from the illusion!”",11,"['god', 'illusion', 'wisdom-quote']"
1701,Lewis Carroll,"“Come, my child,"" I said, trying to lead her away. ""Wish good-bye to the poor hare, and come and look for blackberries.""",9,"['children', 'children-s-literature', 'death', 'dying', 'god', 'grief', 'hares', 'rabbits']"
1702,Alister E. McGrath,“The English experience suggested that nobody really doubted the existence of God until theologians tried to prove it.”,9,"['belief', 'god', 'proof', 'theology']"
1703,Karl Rahner,"“Meditating on the nature and dignity of prayer can cause saying at least one thing to God: Lord, teach us to pray!”",9,"['catholicism', 'christianity', 'god', 'lord', 'meditating', 'meditation', 'prayer', 'religion', 'spirituality']"
1704,Emily Reimer,“If you want nothing to do with god then why do you say his name all the time”,8,"['confusion', 'god']"
1705,Simone Weil,"“We have to believe in a God who is like the true God in everything except that he does not exist, since we have not reached the point where God exists.”",7,['god']
1706,Frédéric Bastiat,“...for liberty is an acknowledgment of faith in God and His works.”,7,"['faith', 'god', 'liberty']"
1707,Cameron Dean,"“Why do men have nipples? Because God is a woman and she really wants us to enjoy ourselves, that's why.”",6,"['god', 'nipples']"
1708,Toba Beta,“A prayer is a chat with thy God.”,6,"['chat', 'god', 'prayer']"
1709,Ron Hall Denver Moore,"“Everybody's lookin for God everywhere on the outside. He ain't in no book, and He ain't in no preacher, and He ain't in nothin or no one on the outside. You got to go inside 'cause that's where God is- in the deepest place inside you. And ain't nobody gon' make God tell you nothin. Ain't nobody gon' have no wisdome 'bout nothin if they thinks they can read 'bout it or hear about it from some man or woman. That got to come from revelation. That got to come from the Holy Spirit inside us, and that ain't somethin that can be bargained for. You can't achieve revelation. You can't work for what's free.”",3,"['god', 'life']"
1710,Sri Ramakrishna,"“What Brahman is cannot be described. All things in the world — the Vedas, the Puranas, the Tantras, the six systems of philosophy — have been defiled, like food that has been touched by the tongue, for they have been read or uttered by the tongue. Only one thing has not been defiled in this way, and that is Brahman. No one has ever been able to say what Brahman is.”",37,"['god', 'hinduism', 'knowledge', 'spiritual']"
1711,John Calvin,"“Those who set up a fictitious worship, merely worship and adore their own delirious fancies; indeed, they would never dare so to trifle with God, had they not previously fashioned him after their own childish conceits.”",31,"['christianity', 'god', 'worship']"
1712,St. Athanasius,"“The Self-revealing of the Word is in every dimension - above, in creation; below, in the Incarnation; in the depth, in Hades; in the breadth, throughout the world. All things have been filled with the knowledge of God.”",27,"['creation', 'god', 'incarnation', 'jesus', 'knowledge']"
1713,Andy Stanley,“Past boldness is no assurance of future boldness. Boldness demands continual reliance on God's spirit.”,26,"['boldness', 'god', 'inspirational', 'reliance']"
1714,Albert Camus,"“...he said firmly, ""God can help you. All the men I’ve seen in your position turned to Him in their time of trouble."" ""Obviously,"" I replied, ""they were at liberty to do so, if they felt like it."" I, however, didn’t want to be helped, and I hadn’t time to work up interest for something that didn’t interest me.”",24,"['existentialism', 'god']"
1715,Karl Barth,"“The nativity mystery “conceived from the Holy Spirit and born from the Virgin Mary”, means, that God became human, truly human out of his own grace. The miracle of the existence of Jesus , his “climbing down of God” is: Holy Spirit and Virgin Mary! Here is a human being, the Virgin Mary, and as he comes from God, Jesus comes also from this human being. Born of the Virgin Mary means a human origin for God. Jesus Christ is not only truly God, he is human like every one of us. He is human without limitation. He is not only similar to us, he is like us.”",21,"['blessed-virgin-mary', 'christianity', 'god', 'grace', 'holy-spirit', 'incarnation', 'jesus', 'jesus-christ', 'mary', 'nativity', 'virgin-mary']"
1716,Charles G. Finney,"“When God has specially promised the thing, we are bound to believe we shall recieve it when we pray for it. You have no right to put in an 'if', and say, 'Lord, if it be thy will..."" This is to insult God. To put an 'if' in God's promise when God has put none there, is tantamount to charging God with being insincere.”",20,"['faith', 'god', 'prayer']"
1717,St. Athanasius,"“The body of the Word, then, being a real human body, in spite of its having been uniquely formed from a virgin, was of itself mortal and, like other bodies, liable to death. But the indwelling of the Word loosed it from this natural liability, so that corruption could not touch it. Thus is happened that two opposite marvels took place at once: the death of all was consummated in the Lord's body; yet, because the Word was in it, death and corruption were in the same act utterly abolished.”",19,"['death', 'god', 'incarnation', 'jesus', 'word']"
1718,Linda Henley,"“if god had intended us to follow recipes, He wouldn't have given us grandmothers.”",18,"['cooking', 'god', 'grandmothers', 'recipes']"
1719,Jean-Pierre de Caussade,"“All simple souls must admire and respect one another, saying: 'Let us proceed each one along our path to the same goal, united in purpose and by means of God's order which, in its great variety, is in us all.”",18,"['god', 'life', 'p46', 'religion', 'wisdom']"
1720,Naeem Abdullah,"“The world today is fast becoming one.Humanity is one, God is one and mankind are all part of one human family.",15,"['allah', 'god', 'islamm', 'muhammad', 'muslims']"
1721,Robert Farrar Capon,"“In the Bible, the opposite of Sin, with a capital 'S,' is not virtue - it's faith: faith in a God who draws all to himself in his resurrection.”",14,"['faith', 'god', 'jesus', 'sin', 'virtue']"
1722,Wendell Berry,"“Creation is thus God's presence in creatures. The Greek Orthodox theologian Philip Sherrard has written that ""Creation is nothing less than the manifestation of God's hidden Being."" This means that we and all other creatures live by a sanctity that is inexpressibly intimate, for to every creature, the gift of life is a portion of the breath and spirit of God. (pg. 308, Christianity and the Survival of Creation)”",13,"['creation', 'god', 'life']"
1723,Prem Prakash,“What is important is not the specific manner in which God is worshiped but the degree to which the devotee is filled with love. (48-49)”,12,"['bhakti', 'devotion', 'god', 'love', 'worship']"
1724,Rachel Held Evans,"“(About changing faith) At our best, Christians embrace it, leaving enough space within orthodoxy for God to surprise us every now and then.”",12,"['change-the-world', 'christianity', 'evolution', 'faith', 'god', 'mystery', 'orthodoxy']"
1725,Voltaire,"“Morality is everywhere the same for all men, therefore it comes from God; sects differ, therefore they are the work of men.”",10,"['god', 'morality', 'religion', 'sects']"
1726,Dodie Smith,"“I suddenly knew that religion, God - something beyond everyday life - was there to be found, provided one is really willing. And I saw that though what I felt in the church was only imagination, it was a step on the way; because imagination itself can be a kind of willingness - a pretense that things are real, due to one's longing for them. It struck me that this was somehow tied up with what the Vicar said about religion being an extension of art - and then I had a glimpse of how religion can really cure you of sorrow; somehow make use of it, turn it to beauty, just as art can make sad things beautiful.",10,"['art', 'god']"
1727,L.P. Hartley,"“No, I thought, growing more rebellious, life has its own laws and it is for me to defend myself against whatever comes along, without going snivelling to God about sin, my own or other people's. How would it profit a man if he got into a tight place, to call he people who put him there miserable sinners? Or himself a miserable sinner? I disliked the levelling aspect of this sinnerdom, it was like a cricket match played in a drizzle, where everybody had an excuse - and what a dull excuse! - for playing badly. Life was meant to test a man, bring out his courage, initiative, resource; and I longed, I thought, to be tested: I didn't want to fall on my knees and call myself a miserable sinner.",10,"['god', 'good', 'life', 'sin']"
1728,John Marsden,"“I lay there with my mind running amuck, on the brink of madness. And somehow, gradually, early Sunday morning, I became calm. I can't think of any other word for it. I was thinking about the beach poem again, and I started to feel that I was being looked after, that everything was OK. It was strange: if there was ever a time in my life when I had the right to feel alone this was it. But I lost that sense of loneliness. I felt like there was a force in the room with me, not a person, but I had a sense that there was another world, another dimension, and it would be looking after me. It was like, ""This isn't the only world, this is just one aspect of the whole thing, don't imagine this is all there is.”",10,"['calm', 'god', 'loneliness', 'spirituality']"
1729,Anonymous,"“Trust in Him at all times, you people; pour out your heart before Him; God is a refuge for us. Selah”",9,"['bible-verses', 'god', 'scripture', 'trust']"
1730,J.D. Robb,"“In my hands is power. The power to hear or to destroy. To grant life or to cause death. I revere this gift, have honed it over time an art as magnificent and awesome as any painting in the Louvre.",9,"['awesomesauce', 'god']"
1731,Christopher Hitchens,"“In ridiculing a pathetic human fallacy, which seeks explanation where none need be sought and which multiplies unnecessary assumptions, one should not mimic primitive ontology in order to challenge it. Better to dispose of the needless assumption altogether. This holds true for everything from Noah's flood to the Holocaust.”",8,"['2004-indian-ocean-earthquake', 'acts-of-god', 'atheism', 'deluge-myth', 'god', 'holocaust', 'noah', 'ontology', 'pathetic-fallacy', 'problem-of-evil', 'religion', 'theodicy']"
1732,John Fowles,"“I don't believe in God. And I certainly don't feel chosen.""",7,['god']
1733,Ravi Ravindra,"“Different states of consciousness project different images of God–loving or vengeful or jealous, energetic or terrifying, and different images of God affect the nature and quality of our response to God. . . . The image or idea of God as wrathful and jealous will have a different effect than the image or the idea of God as loving. Similarly, whether God is regarded as male or female will have a significant impact on the culture. (29)”",7,"['consciousness', 'god']"
1734,Amy Tan,"“My mother believed in God's will for many years. It was af if she had turned on a celestial faucet and goodness kept pouring out. She said it was faith that kept all these good things coming our way, only I thought she said ""fate"" because she couldn't pronounce the ""th"" sound in ""faith"".",7,"['faith', 'fate', 'god', 'luck']"
1735,Karl Maier,"“In Rwanda, one person's God is another person's Satan",6,"['genocide', 'god', 'religion', 'rwanda']"
1736,Toba Beta,“There are many problems which could only,6,"['answer', 'future', 'god', 'life', 'prayers', 'problem', 'question', 'solution', 'time']"
1737,Anne Rice,"“I saw my real gods . . the gods of most men. Food, drink, and security in conformity.”",6,['god']
1738,John  Masters,"“As a child I had been taught to say my prayers at the start of every day, and so it did not seem an odd thing for me to stand out in the field and say ""Oh God whatever happens today let it be under your perfect control.”",6,"['day', 'god', 'prayers']"
1739,Santosh Kalwar,“Your father is the only God. You can also become god but you must follow a simple rule and let that rule be made up of love.”,3,"['father', 'god', 'heavenly-father']"
1740,Bill Gaede,“The mathematicians are the priests of the modern world.”,17,"['authority', 'gaede', 'god', 'mathematics', 'peer', 'physics', 'religion', 'spacetime']"
1741,Daina Chaviano,"“A certain wise man once said that God didn't play dice with the universe, but that man was wrong. Sometimes I think He must even try Russian roulette. ”",15,"['danger', 'dangerous', 'destiny', 'einstein', 'god']"
1742,Jamaica Kincaid,"“It is sad that unless you are born a god, your life,from its very beginning, is a mystery to you.”",14,"['god', 'life']"
1743,Rick Strassman,"“As I accepted my death and dissolution into God's love, the insectoids began feeding on my heart, devouring the feelings of love and surrender. They were interested in emotion. As I was holding on to my last thought - that God is love - they asked, ""Even here? Even here?”",12,"['death', 'god', 'here', 'insect', 'love']"
1744,Tiffanie DeBartolo,"“I was insanely jealous of Lucille. More jealous than I'd ever been of anyone in my entire life. Because she truly meant it. All I could think was, why can't I be as stupid as Lucille? Why can't I blame all my successes and all my failures on The Lord Jesus Christ Almighty? I would be so fucking happy if I lived like that. ”",10,['god']
1745,Alphonse de Lamartine,“God is only a word dreamed up to explain the world”,10,"['god', 'world']"
1746,Elizabeth Knox,"“Imagine a very long time passing - and I find my way out, following someone who already knows how to leave Hell. And God says to me on Earth for the first time, ""Xas!"" in a tone of discovery, as if I'm a misplaced pair of spectacles or a stray dog. And he puts it to me that he wants me in Heaven. But Lucifer has doubled back - it was him I followed - to find me, where I am, in a forest, smitten, because the Lord has noticed me, and I'm overcome, as hopeless as your dog Josie whom you got rid of because she loved me.' Xas glared at Sobran. Then he drew a breath - all had been said on only three. He went on: 'Lucifer says to God the He can't have me. And at this I sit up and tell Lucifer that I didn't even think he knew my name, then say to God no thank you - very insolent this - and that Hell is endurable so long as the books keep appearing.”",10,"['angels', 'books', 'god', 'hell', 'reading', 'religion']"
1747,Thomas Hardy,"“Jude leaped out of arm's reach, and walked along the trackway weeping--not from the pain, though that was keen enough; not from the perception of the flaw in the terrestrial scheme, by which what was good for God's birds was bad for God's gardener; but with the awful sense that he had wholly disgraced himself before he had been a year in the parish, and hence might be a burden to his great-aunt for life.”",9,"['classics', 'god']"
1748,Thomas à Kempis,“Those who attempt to search into the majesty of God will be overwhelmed with His Glory!”,9,"['god', 'inspirational', 'religion']"
1749,John Milbank,"“The theological perspective of participation actually saves the appearances by exceeding them. It recognizes that materialism and spiritualism are false alternatives, since if there is only finite matter there is not even that, and that for phenomena really to be there they must be more than there. Hence, by appealing to an eternal source for bodies, their art, language, sexual and political union, one is not ethereally taking leave of their density. On the contrary, one is insisting that behind this density resides an even greater density – beyond all contrasts of density and lightness (as beyond all contrasts of definition and limitlessness). This is to say that all there is only is because it is more than it is. (...)",8,"['christianity', 'god', 'liberalism', 'philosophy', 'radical-orthdodoxy', 'secularism', 'theology']"
1750,Peter Jenkins,"“It was as if we'd only been gone the weekend. Or had we been gone a lifetime. Part of that was because when you've lived in Alaska, living in other places seems easier, less challenging, less threatening. Alaska had enlarged each of us. No one is ever the same after coming back from Alaska.”",7,"['fellowship', 'god', 'milk-booze-and-lightning', 'travel', 'whole-food']"
1751,Isak Dinesen,"“Dr Sass…maintained that in paradise, until the time of the fall, the whole world was flat, the back-curtain of the Lord, and that it was the devil who invented a third dimension. Thus are the words ‘straight’, ‘square’, and ‘flat’ the words of noblemen, but the apple was an orb, and the sin of our first parents, the attempt at getting around God. I myself much prefer the art of painting to sculpture”",7,"['devil', 'god', 'painting', 'religion', 'sculpture']"
1752,Kedar Joshi,“The world is a garden of philosophy. God is its gardener; Man is the visitor.,7,"['garden', 'god', 'man', 'philosophy', 'world']"
1753,Joseph B. Wirthlin,“The place to cure most of the ills of society is in the homes of the people.”,7,['god']
1754,Kim Clement,"“God doesn't act like the Church. No, instead, the Church must act like God.”",6,"['character', 'church', 'god']"
1755,Israel Zangwill,"“The Creator has – I say it in all reverence - drawn a myriad red herrings across the track, but the true scientist refuses to be baffled by superficial appearances in detecting the secrets of Nature. The vulgar herd catches at the gross apparent fact, but the man of insight knows what lies on the surfaces does lie.”",6,"['appearances', 'god', 'lies', 'nature', 'science', 'scientists']"
1756,Harley King,“,5,"['god', 'soul']"
1757,Charlotte Perkins Gilman,"“They say women have no conscience about laws, don't they?"" Mrs. MacAvelly suggested.",5,"['according-to-solomon', 'charlotte-perkins-gilman', 'feminism', 'god', 'laws', 'men', 'patriarchy', 'religion', 'rules']"
1758,Suzanne Strempek Shea,"“I think that must be a lot like how God has it--not to sound as if I think I'm anything like God, mind you. But the whole idea--sitting up there behind glass you can't be seen through. The person down below looks up and it's just a reflection of themselves, a mirror is what they see. But behind the glass, somebody who loves you more than anything is watching, and is hoping for the best for you, and cheering you on, and is loving you even when you are doing something you shouldn't be.”",4,['god']
1759,Peter E. Gillquist,“People are not being reached in the context of the body of Christ--they're like newborn babies being left on a doorstep somewhere to feed and care for themselves.”,4,"['church', 'god', 'inspiration', 'religion']"
1760,Ananda K. Coomaraswamy,"“Let us tell them the painful truth, that most of these works of art are about God, whom we never mention in polite society.”",4,"['art', 'god']"
1761,Francis Lucille,“God sees God everywhere.”,4,"['consciousness', 'god', 'love', 'nonduality', 'the-divine', 'vedanta']"
1762,Christy Leigh Stewart,“Do you ever feel like we are the universe’s date to a pig party?,3,['god']
1763,Octavia E. Butler,"“Jarret insists on being a throwback to some earlier, “simpler” time.",3,"['dictators', 'facism', 'fanaticism', 'god', 'history', 'intolerance', 'maga', 'make-america-great-again', 'past', 'religion']"
1764,Roberto Arlt,“Dios se aburre igual que el Diablo. El uno arriba y el otro abajo bostezan lúgubremente de la misma manera.”,3,"['devil', 'god']"
1765,Glennon Doyle Melton,"“My destiny is to remind you to look up from the castles you're building in the sand long enough to notice the cathedrals that God's building all around you - without you, without your sweat, without your tears, without your consent. While you dream your dreams, he's busy building your destiny. And there is as much beauty in your destiny as there was in your dream. Let go and believe that whatever its is, it will be beautiful.”",3,"['destiny', 'dreams', 'god']"
1766,Peter Kreeft,“Only because a bird doesn't swim in the ocean but flies in the air can it enter the ocean from above; only because God is not temporal can he enter into time.”,2,"['god', 'temporal', 'time']"
1767,Jamey Hecht,"“God is logic's corpse, a wound in reason, grammar's empty skin. (1998)",2,"['atheism', 'bilateral', 'brain', 'doubt', 'faith', 'god', 'hecht', 'mcgilchrist', 'theism']"
1768,Llewellyn Vaughan-Lee,"“In the West we are so addicted to the notion of progress that we project this idea onto our spiritual life, and can become very confused by the dawning realization that He whom we seek is always with us, that we are always close to Him but do not know it. The spiritual path is a process of revealing this nearness, the intimacy of love that is always with us.”",1,"['god', 'love', 'mysticism', 'spirituality', 'sufi', 'sufism']"
1769,Charles Baudelaire,“On peut chercher dans Dieu le complice et l'ami qui manquent toujours. Dieu est l'éternel confident dans cette tragédie dont chacun est le héros.”,-5,['god']
