,Author,Quotes,Likes,Tags
0,C.S. Lewis,"“If we find ourselves with a desire that nothing in this world can satisfy, the most probable explanation is that we were made for another world.”",12014,"['god', 'world']"
1,Chuck Palahniuk,"“All God does is watch us and kill us when we get boring. We must never, ever be boring.”",11458,"['god', 'humor', 'life']"
2,C.S. Lewis,"“The Christian does not think God will love us because we are good, but that God will make us good because He loves us.”",10760,"['christianity', 'god', 'religion']"
3,Stephen King,"“When his life was ruined, his family killed, his farm destroyed, Job knelt down on the ground and yelled up to the heavens, ""Why god? Why me?"" and the thundering voice of God answered, There's just something about you that pisses me off.”",7827,"['god', 'humor', 'religion']"
4,Mahatma Gandhi,“Prayer is not asking. It is a longing of the soul. It is daily admission of one's weakness. It is better in prayer to have a heart without words than words without a heart.”,6235,"['god', 'heart', 'humanity', 'inspirational', 'prayer', 'religion', 'souls', 'weakness']"
5,Oscar Wilde,"“I think God, in creating man, somewhat overestimated his ability.”",6150,"['creation', 'god', 'humor', 'man']"
6,C.S. Lewis,“To be a Christian means to forgive the inexcusable because God has forgiven the inexcusable in you.”,5795,"['christianity', 'forgiveness', 'god']"
7,Anonymous,"“And now these three remain: faith, hope and love. But the greatest of these is love.”",5701,"['faith', 'god', 'hope', 'love']"
8,Mahatma Gandhi,“God has no religion.”,5245,"['god', 'religion']"
9,C.S. Lewis,“We are not necessarily doubting that God will do the best for us; we are wondering how painful the best will turn out to be.”,5080,['god']
10,Elbert Hubbard,"“God will not look you over for medals, degrees or diplomas but for scars.”",5032,"['faith', 'god', 'wisdom']"
11,Nicolas Chamfort,“The most wasted of all days is one without laughter.”,4720,"['god', 'joy', 'life', 'spirituality']"
12,Fyodor Dostoevsky,"“The darker the night, the brighter the stars,",4293,"['god', 'grief', 'night']"
13,C.S. Lewis,“A man can no more diminish God's glory by refusing to worship Him than a lunatic can put out the sun by scribbling the word 'darkness' on the walls of his cell.”,4272,"['god', 'religion']"
14,kurt vonnegut,"“If I should ever die, God forbid, let this be my epitaph:",4177,"['blues', 'god', 'life', 'music']"
15,Soren Kierkegaard,"“The function of prayer is not to influence God, but rather to change the nature of the one who prays.”",4071,"['faith', 'god', 'prayer']"
16,Corrie ten Boom,“Never be afraid to trust an unknown future to a known God.”,3953,"['faith', 'future', 'god', 'trust']"
17,C.S. Lewis,"“I am trying here to prevent anyone saying the really foolish thing that people often say about Him: I’m ready to accept Jesus as a great moral teacher, but I don’t accept his claim to be God. That is the one thing we must not say. A man who was merely a man and said the sort of things Jesus said would not be a great moral teacher. He would either be a lunatic — on the level with the man who says he is a poached egg — or else he would be the Devil of Hell. You must make your choice. Either this man was, and is, the Son of God, or else a madman or something worse. You can shut him up for a fool, you can spit at him and kill him as a demon or you can fall at his feet and call him Lord and God, but let us not come with any patronizing nonsense about his being a great human teacher. He has not left that open to us. He did not intend to.”",3544,"['faith', 'god', 'jesus']"
18,C.S. Lewis,"“Pain insists upon being attended to. God whispers to us in our pleasures, speaks in our consciences, but shouts in our pains. It is his megaphone to rouse a deaf world.”",3390,"['god', 'pain']"
19,Dorothy Parker,"“If you want to know what God thinks of money, just look at the people he gave it to.”",3213,"['god', 'humor', 'money']"
20,Christopher Hitchens,"“Owners of dogs will have noticed that, if you provide them with food and water and shelter and affection, they will think you are god. Whereas owners of cats are compelled to realize that, if you provide them with food and water and shelter and affection, they draw the conclusion that",3165,"['affection', 'atheism', 'cats', 'dogs', 'food', 'god', 'pets', 'religion', 'shelter', 'water']"
21,Harper Lee,"“Sometimes the Bible in the hand of one man is worse than a whisky bottle in the hand of (another)... There are just some kind of men who - who're so busy worrying about the next world they've never learned to live in this one, and you can look down the street and see the results.”",2867,"['bible', 'god', 'hatred', 'judgement', 'religion']"
22,Mahatma Gandhi,“Let the first act of every morning be to make the following resolve for the day:,2855,"['bravery', 'god', 'goodness', 'humanity', 'justice', 'kindness', 'peace', 'suffering']"
23,Nicholas Sparks,"“I have faith that God will show you the answer. But you have to understand that sometimes it takes a while to be able to recognize what God wants you to do. That's how it often is. God's voice is usually nothing more than a whisper, and you have to listen very carefully to hear it. But other times, in those rarest of moments, the answer is obvious and rings as loud as a church bell.”",2799,['god']
24,C.S. Lewis,"“He died not for men, but for each man. If each man had been the only man made, He would have done no less.”",2634,"['god', 'religion']"
25,John Lennon,"“I believe in God, but not as one thing, not as an old man in the sky. I believe that what people call God is something in all of us. I believe that what Jesus and Mohammed and Buddha and all the rest said was right. It's just that the translations have gone wrong.”",2627,"['god', 'organized-religion', 'religion', 'spirituality']"
26,Terry Pratchett,"“God does not play dice with the universe; He plays an ineffable game of His own devising, which might be compared, from the perspective of any of the other players [i.e. everybody], to being involved in an obscure and complex variant of poker in a pitch-dark room, with blank cards, for infinite stakes, with a Dealer who won't tell you the rules, and who",2500,"['einstein', 'gaiman', 'god', 'humor']"
27,John Henry Newman,"“I sought to hear the voice of God and climbed the topmost steeple, but God declared: ""Go down again - I dwell among the people.”",2342,"['god', 'inspirational', 'love']"
28,Chuck Palahniuk,"“Parents are like God because you wanna know they're out there, and you want them to think well of you, but you really only call when you need something.”",2241,"['family', 'god', 'parents']"
29,Sylvia Plath,“I talk to God but the sky is empty.”,2177,"['doubt', 'faith', 'god', 'prayer']"
30,Epicurus,"“Is God willing to prevent evil, but not able? Then he is not omnipotent.",2010,"['atheism', 'god', 'religion']"
31,Vikram Seth,“God save us from people who mean well.”,1985,"['god', 'good-intentions', 'humanity', 'religion']"
32,Augustine of Hippo,"“Thou hast made us for thyself, O Lord, and our heart is restless until it finds its rest in thee.”",1978,"['christ', 'christianity', 'desire', 'god', 'heart', 'jesus', 'longing', 'peace', 'religion', 'rest', 'restlessness']"
33,Stephen King,“That wasn't any act of God. That was an act of pure human fuckery.”,1936,"['god', 'humor']"
34,Joni Eareckson Tada,“Sometimes God allows what he hates to accomplish what he loves.”,1882,"['faith', 'god', 'inspirational', 'love']"
35,Anne Lamott,“You can safely assume you've created God in your own image when it turns out that God hates all the same people you do.”,1865,"['christianity', 'fundamentalism', 'god', 'humor', 'idolatry', 'misattributed-to-anne-lamott', 'spirituality', 'truth']"
36,T D Jakes,“No woman wants to be in submission to a man who isn't in submission to God!”,1865,"['christian', 'god', 'love', 'marriage', 'men', 'religion', 'spirituality', 'women']"
37,Richard Dawkins,"“The God of the Old Testament is arguably the most unpleasant character in all fiction: jealous and proud of it; a petty, unjust, unforgiving control-freak; a vindictive, bloodthirsty ethnic cleanser; a misogynistic, homophobic, racist, infanticidal, genocidal, filicidal, pestilential, megalomaniacal, sadomasochistic, capriciously malevolent bully.”",1839,"['bible', 'christianity', 'god', 'organized-religion', 'religion', 'yahweh']"
38,alice walker,“I think it pisses God off if you walk by the color purple in a field somewhere and don't notice it.”,1807,"['color', 'god', 'purple', 'religion']"
39,George Carlin,"“He - and if there is a God, I am convinced he is a he, because no woman could or would ever fuck things up this badly.”",1803,"['equality', 'feminism', 'feminist', 'george-carlin', 'god', 'men-and-women', 'religion']"
40,Erma Bombeck,"“When I stand before God at the end of my life, I would hope that I would not have a single bit of talent left, and could say, 'I used everything you gave me.”",1800,"['afterlife', 'god', 'heaven', 'judgement', 'talent']"
41,Mahatma Gandhi,"“There are people in the world so hungry, that God cannot appear to them except in the form of bread.”",1768,"['bread', 'food', 'god', 'humanity', 'hunger', 'poverty', 'religion']"
42,Bob Marley,"“I don't stand for black man's side, I don't stand for white man's side, I stand for God's side.”",1720,"['black', 'god', 'men', 'music', 'side']"
43,Rick Riordan,"“She glared at me like she was about to punch me, but then she did something that surprised me even more. She kissed me.",1669,"['demons', 'god', 'gods', 'greek', 'kiss']"
44,Woody Allen,"“If you want to make God laugh, tell him about your plans.”",1652,"['god', 'humour', 'life']"
45,Anonymous,"“Above all else, guard your heart for it affects everything else you do.”",1589,"['bible', 'god', 'inspirational', 'religion']"
46,Woody Allen,“God is silent. Now if only man would shut up.”,1419,"['god', 'humor', 'mankind', 'silence']"
47,C.S. Lewis,“The great thing to remember is that though our feelings come and go God's love for us does not.”,1290,"['god', 'inspirational', 'love']"
48,David Foster Wallace,"“Mario, what do you get when you cross an insomniac, an unwilling agnostic and a dyslexic?""",1288,"['agnosticism', 'dogs', 'dyslexia', 'god', 'humor', 'insomnia', 'pain']"
49,Will Smith,"“Throughout life people will make you mad, disrespect you and treat you bad. Let God deal with the things they do, cause hate in your heart will consume you too.”",1281,"['forgiveness', 'god', 'hate', 'life', 'people']"
50,Albert Camus,“I do not believe in God and I am not an atheist.”,1257,"['atheism', 'god', 'religion']"
51,Elizabeth Gilbert,"“Look for God, suggests my Guru. Look for God like a man with his head on fire looks for water.”",1255,"['god', 'religion']"
52,C.S. Lewis,"“And out of that hopeless attempt has come nearly all that we call human history—money, poverty, ambition, war, prostitution, classes, empires, slavery—the long terrible story of man trying to find something other than God which will make him happy.”",1248,"['c-s-lewis', 'god', 'human', 'inspirational', 'mere-christianity', 'religious', 'slavery']"
53,Voltaire,“God is a comedian playing to an audience that is too afraid to laugh.”,1170,"['god', 'voltaire']"
54,David Foster Wallace  ,"“Because here's something else that's weird but true: in the day-to day trenches of adult life, there is actually no such thing as atheism. There is no such thing as not worshipping. Everybody worships. The only choice we get is what to worship. And the compelling reason for maybe choosing some sort of god or spiritual-type thing to worship—be it JC or Allah, be it YHWH or the Wiccan Mother Goddess, or the Four Noble Truths, or some inviolable set of ethical principles—is that pretty much anything else you worship will eat you alive. If you worship money and things, if they are where you tap real meaning in life, then you will never have enough, never feel you have enough. It's the truth. Worship your body and beauty and sexual allure and you will always feel ugly. And when time and age start showing, you will die a million deaths before they finally grieve you. On one level, we all know this stuff already. It's been codified as myths, proverbs, clichés, epigrams, parables; the skeleton of every great story. The whole trick is keeping the truth up front in daily consciousness.”",1165,"['atheism', 'god', 'idols', 'worship']"
55,Octavia E. Butler,“All that you touch,1155,"['change', 'god']"
56,Leigh Bardugo,"“Greed is your god, Kaz.""",1148,"['god', 'greed', 'kaz-brekker']"
57,Douglas Adams,“Now it is such a bizarrely improbable coincidence that anything so mind-bogglingly useful could have evolved purely by chance that some thinkers have chosen to see it as the final and clinching proof of the non-existence of God.,1119,"['creation', 'god', 'h2g2', 'hitchhiker-s-guide', 'logic', 'man', 'rationalism']"
58,Pierre Teilhard de Chardin,“Joy is the infallible sign of the presence of God.”,1031,"['god', 'joy']"
59,Dean Koontz,"“Because God is never cruel, there is a reason for all things. We must know the pain of loss; because if we never knew it, we would have no compassion for others, and we would become monsters of self-regard, creatures of unalloyed self-interest. The terrible pain of loss teaches humility to our prideful kind, has the power to soften uncaring hearts, to make a better person of a good one.”",1006,"['death', 'god', 'loss', 'purpose', 'understanding']"
60,Chuck Palahniuk,"“I see in the fight club the strongest and smartest men who've ever lived. I see all this potential and I see squandering. God damn it, an entire generation pumping gas, waiting tables, slaves with white collars, advertising has us chasing cars and clothes, working jobs we hate so we can buy shit we don't need. We're the middle children of the history man, no purpose or place, we have no Great war, no Great depression, our great war is a spiritual war, our great depression is our lives, we've been all raised by television to believe that one day we'd all be millionaires and movie gods and rock stars, but we won't and we're slowly learning that fact. and we're very very pissed off.”",978,"['god', 'nihilism', 'space-monkeys', 'tyler-durden']"
61,C.S. Lewis,“It is when we notice the dirt that God is most present in us; it is the very sign of His presence.”,972,"['god', 'religion']"
62,Tahereh Mafi,"“His hands are holding my cheeks, and he pulls back just to look me in the eye and his chest is heaving and he says, ""I think,"" he says, ""my heart is going to explode,"" and I wish, more than ever, that I knew how to capture moments like these and revisit them forever.",952,"['ahhhh', 'god', 'ignite', 'ignite-me', 'juliette', 'love', 'oh', 'ohgod', 'sexy', 'warner']"
63,Robert M. Pirsig,"“When one person suffers from a delusion, it is called insanity. When many people suffer from a delusion it is called a Religion.”",944,"['atheism', 'god', 'religion']"
64,Criss Jami,"“Listen to God with a broken heart. He is not only the doctor who mends it, but also the father who wipes away the tears.”",943,"['broken', 'broken-hearts', 'comforting', 'crying', 'doctor', 'father', 'god', 'healing', 'heart', 'heartbreak', 'heavenly-father', 'hurt', 'listen', 'listening', 'loss', 'pain', 'recovery', 'tears']"
65,Charlotte Brontë,"“We know that God is everywhere; but certainly we feel His presence most when His works are on the grandest scale spread before us; and it is in the unclouded night-sky, where His worlds wheel their silent course, that we read clearest His infinitude, His omnipotence, His omnipresence.”",941,"['god', 'nature']"
66,Bertrand Russell,"“And if there were a God, I think it very unlikely that He would have such an uneasy vanity as to be offended by those who doubt His existence”",935,"['god', 'religion']"
67,Gordon B. Hinckley,“Let us never forget to pray. God lives. He is near. He is real. He is not only aware of us but cares for us. He is our Father. He is accessible to all who will seek Him.”,930,"['god', 'prayer']"
68,Hans Urs von Balthasar,"“What you are is God's gift to you, what you become is your gift to God.”",915,"['catholicism', 'christian-living', 'christianity', 'gift', 'god', 'inspirational', 'philosophy', 'spirituality']"
69,Cassandra Clare,"“If there were such a thing as terminal literalism, you'd have died in childhood.”",893,"['cassandra-clare', 'god', 'jace-wayland', 'life', 'mortal-instruments']"
70,Galileo Galilei,"“I do not feel obliged to believe that the same God who has endowed us with sense, reason, and intellect has intended us to forgo their use.”",884,"['bible', 'christianity', 'evolution', 'god', 'reason', 'science']"
71,Dan Brown,"“God answers all prayers, but sometimes his answer is 'no'.”",882,"['god', 'prayers']"
72,C.S. Lewis,"“Safe?” said Mr. Beaver; “don’t you hear what Mrs. Beaver tells you? Who said anything about safe? ‘Course he isn’t safe. But he’s good. He’s the King, I tell you.”",877,"['aslan', 'beaver', 'god']"
73,Elizabeth Barrett Browning,“No man can be called friendless who has God and the companionship of good books.”,862,"['books', 'companionship', 'friends', 'friendship', 'god', 'reading', 'religion']"
74,Douglas Adams,“God's Final Message to His Creation:,849,"['god', 'h2g2', 'hitchhikers-guide-to-the-galaxy']"
75,Dan Brown,"“Whether or not you believe in God, you must believe this: when we as a species abandon our trust in a power greater than us, we abandon our sense of accountability. Faiths… all faiths… are admonitions that there is something we cannot understand, something to which we are accountable. With faith we are accountable to each other, to ourselves, and to a higher truth. Religion is flawed, but only because man is flawed. The church consists of a brotherhood of imperfect, simple souls wanting only to be a voice of compassion in a world spinning out of control.”",826,"['faith', 'god', 'religion', 'science']"
76,Shauna Niequist,"“I want a life that sizzles and pops and makes me laugh out loud. And I don't want to get to the end, or to tomorrow, even, and realize that my life is a collection of meetings and pop cans and errands and receipts and dirty dishes. I want to eat cold tangerines and sing out loud in the car with the windows open and wear pink shoes and stay up all night laughing and paint my walls the exact color of the sky right now. I want to sleep hard on clean white sheets and throw parties and eat ripe tomatoes and read books so good they make me jump up and down, and I want my everyday to make God belly laugh, glad that he gave life to someone who loves the gift.”",821,"['god', 'joy', 'life']"
77,Fulton J. Sheen,"“It takes three to make love, not two: you, your spouse, and God. Without God people only succeed in bringing out the worst in one another. Lovers who have nothing else to do but love each other soon find there is nothing else. Without a central loyalty life is unfinished.”",817,"['catholicism', 'christianity', 'church', 'expectations', 'god', 'happiness', 'lovers', 'marriage', 'philosophy', 'relationship-with-god', 'relationships', 'religion', 'spirituality', 'unhappy-marriage']"
78,A.W. Tozer,“What comes into our minds when we think about God is the most important thing about us.”,786,"['god', 'importance', 'important', 'minds', 'religion', 'the-truth', 'truth']"
79,Voltaire,“God is a circle whose center is everywhere and circumference nowhere.”,782,"['god', 'religion']"
80,thomas paine,"“Independence is my happiness, and I view things as they are, without regard to place or person; my country is the world, and my religion is to do good.”",777,"['brotherhood-of-man', 'doing-good', 'god', 'life']"
81,Steven Weinberg,"“With or without religion, good people can behave well and bad people can do evil; but for good people to do evil - that takes religion.”",746,"['atheism', 'bible', 'god', 'religion']"
82,Neil Gaiman & Terry Pratchett,"“25 And the Lord spake unto the Angel that guarded the eastern gate, saying 'Where is the flaming sword that was given unto thee?'",711,"['angel', 'god', 'heaven', 'humor']"
83,C.S. Lewis,"“We may ignore, but we can nowhere evade the presence of God. The world is crowded with Him. He walks everywhere incognito.”",699,['god']
84,Meister Eckhart,"“The eye through which I see God is the same eye through which God sees me; my eye and God's eye are one eye, one seeing, one knowing, one love.”",688,"['eyes', 'god', 'knowledge', 'love', 'medieval', 'mysticism', 'religious-experience', 'seeing', 'understanding', 'vision']"
85,Jack Kerouac,"“Down on the lake rosy reflections of celestial vapor appeared, and I said, ""God, I love you"" and looked to the sky and really meant it. ""I have fallen in love with you, God. Take care of us all, one way or the other."" To the children and the innocent it's all the same.”",659,"['god', 'inspirational', 'love', 'spiritual']"
86,Donald Miller,"“I never liked jazz music because jazz music doesn't resolve. But I was outside the Bagdad Theater in Portland one night when I saw a man playing the saxophone. I stood there for fifteen minutes, and he never opened his eyes.",618,"['god', 'inspiration', 'music', 'spirituality']"
87,Carl Sagan,"“How is it that hardly any major religion has looked at science and concluded, “This is better than we thought! The Universe is much bigger than our prophets said, grander, more subtle, more elegant?” Instead they say, “No, no, no! My god is a little god, and I want him to stay that way.” A religion, old or new, that stressed the magnificence of the Universe as revealed by modern science might be able to draw forth reserves of reverence and awe hardly tapped by the conventional faiths.”",602,"['awe', 'cosmology', 'epistemology', 'god', 'organized-religion', 'religion', 'science']"
88,Paulo Coelho,"“You are someone who is different, but who wants to be the same as everyone else. And that in my view is a serious illness. God chose you to be different. Why are you disappointing God with this kind of attitude?”",598,"['coelho', 'god', 'life']"
89,Sam Harris,"“The president of the United States has claimed, on more than one occasion, to be in dialogue with God. If he said that he was talking to God through his hairdryer, this would precipitate a national emergency. I fail to see how the addition of a hairdryer makes the claim more ridiculous or offensive.”",589,"['george-w-bush', 'god', 'religion']"
90,C.S. Lewis,“Relying on God has to begin all over again every day as if nothing had yet been done.”,684,"['god', 'rely']"
91,Rob Bell,"“The moment God is figured out with nice neat lines and definitions, we are no longer dealing with God.”",669,"['christian', 'faith', 'god', 'jesus', 'spirituality']"
92,C.S. Lewis,“There is but one good; that is God. Everything else is good when it looks to Him and bad when it turns from Him.”,659,['god']
93,Jacqueline Carey,"“Why is there ever this perverse cruelty in humankind, that makes us hurt most those we love best?”",646,"['cruel', 'god', 'human', 'hurt', 'love', 'pain']"
94,Albert Einstein,“My religion consists of a humble admiration of the illimitable superior spirit who reveals himself in the slight details we are able to perceive with our frail and feeble mind.”,625,"['god', 'religion', 'spirit', 'spirituality']"
95,John Lennon,“God is a concept by which we measure our pain.”,600,"['beatles', 'god', 'religion']"
96,Francis Chan,"“The irony is that while God doesn’t need us but still wants us, we desperately need God but don’t really want Him most of the time.”",584,"['christianity', 'god', 'jesus', 'needs', 'pastor', 'wants']"
97,David Hume,“Beauty is no quality in things themselves: It exists merely in the mind which contemplates them; and each mind perceives a different beauty.”,575,"['beauty', 'beholder', 'evil', 'god', 'perception', 'religion', 'religious-meaning']"
98,Salman Rushdie,“From the beginning men used God to justify the unjustifiable.”,575,"['dogma', 'extremism', 'fanaticism', 'god', 'inhumanity', 'justification', 'religion', 'zealotry']"
99,Victor Hugo,"“The pupil dilates in darkness and in the end finds light, just as the soul dilates in misfortune and in the end finds God.”",566,"['depression', 'god']"
100,Albert Einstein,"“I cannot imagine a God who rewards and punishes the objects of his creation, whose purposes are modeled after our own -- a God, in short, who is but a reflection of human frailty. Neither can I believe that the individual survives the death of his body, although feeble souls harbor such thoughts through fear or ridiculous egotisms.”",559,"['god', 'rational', 'religion', 'thinking']"
101,Haruki Murakami,"“If you think God’s there, He is. If you don’t, He isn’t. And if that’s what God’s like, I wouldn’t worry about it.”",558,"['atheism', 'god', 'religion']"
102,Alan Wilson Watts,"“Jesus Christ knew he was God. So wake up and find out eventually who you really are. In our culture, of course, they’ll say you’re crazy and you’re blasphemous, and they’ll either put you in jail or in a nut house (which is pretty much the same thing). However if you wake up in India and tell your friends and relations, ‘My goodness, I’ve just discovered that I’m God,’ they’ll laugh and say, ‘Oh, congratulations, at last you found out.”",544,"['awakening', 'blasphemy', 'god', 'hinduism', 'jesus-christ', 'self']"
103,Sherrilyn Kenyon,“We almost made it to thirty seconds without an insult. I think we set a new record.”,538,"['acheron', 'atlantean', 'darkhunter', 'god', 'insult']"
104,George Carlin,"“I tried to believe that there is a God, who created each of us in His own image and likeness, loves us very much, and keeps a close eye on things. I really tried to believe that, but I gotta tell you, the longer you live, the more you look around, the more you realize, something is fucked up.”",531,"['atheism', 'god', 'humor']"
105,C.S. Lewis,"“For you will certainly carry out God's purpose, however you act, but it makes a difference to you whether you serve like Judas or like John.”",529,"['free-will', 'god', 'john', 'judas']"
106,Carolyn McCulley,“Men trust God by risking rejection. Women trust God by waiting.”,522,"['god', 'men', 'trust', 'waiting', 'women']"
107,Soren Kierkegaard,"“God creates out of nothing. Wonderful you say. Yes, to be sure, but he does what is still more wonderful: he makes saints out of sinners.”",520,"['god', 'redemption', 'saints', 'sinners']"
108,Christopher Hitchens,"“About once or twice every month I engage in public debates with those whose pressing need it is to woo and to win the approval of supernatural beings. Very often, when I give my view that there is no supernatural dimension, and certainly not one that is only or especially available to the faithful, and that the natural world is wonderful enough—and even miraculous enough if you insist—I attract pitying looks and anxious questions. How, in that case, I am asked, do I find meaning and purpose in life? How does a mere and gross materialist, with no expectation of a life to come, decide what, if anything, is worth caring about?",520,"['afterlife', 'atheism', 'debate', 'ethics', 'existence', 'existentialism', 'faith', 'god', 'life', 'materialism', 'meaning-of-life', 'morality', 'naturalism', 'religion', 'respect', 'secular-ethics', 'self-respect', 'supernaturalism']"
109,Tyler Perry,"“You can get a thousand no's from people, and only one ""yes"" from God.”",519,"['encouragement', 'god', 'inspirational-quotes', 'quotes']"
110,Jodi Picoult,“Sometimes you can see things happen right in front of your eyes and still jump to the wrong conclusions.”,511,"['god', 'inspirational', 'religion']"
111,Tyler Perry,"“It doesn't matter if a million people tell you what you can't do, or if ten million tell you no. If you get one yes from God that's all you need.”",511,"['god', 'inspirational', 'motivational']"
112,Nicholas Sparks,"“Never forget that God is your friend. And like all friends, He longs to hear what's been happening in your life. Good or bad, whether it's been full of sorrow or anger, or even when you're questioning why terrible things have to happen.”",506,['god']
113,Veronica Roth,"“May the peace of God be with you,” she says, her voice low, “even in the midst of trouble.”",501,"['blessing', 'god', 'peace']"
114,Frank Lloyd Wright,"“I believe in God, only I spell it Nature.”",488,"['art', 'god', 'inspirational', 'nature']"
115,George Carlin,"“Something is wrong here. War, disease, death, destruction, hunger, filth, poverty, torture, crime, corruption, and the Ice Capades. Something is definitely wrong. This is not good work. If this is the best God can do, I am not impressed. Results like these do not belong on the résumé of a Supreme Being. This is the kind of shit you'd expect from an office temp with a bad attitude. And just between you and me, in any decently-run universe, this guy would've been out on his all-powerful ass a long time ago. And by the way, I say ""this guy"", because I firmly believe, looking at these results, that if there is a God, it has to be a man.",475,"['atheism', 'god', 'humor']"
116,Tom Hiddleston,“Loki'd!”,475,"['evil', 'funny', 'god', 'hiddleston', 'loki', 'mischief', 'mtv', 'norse', 'prank', 'tom']"
117,Jace from Cassandra Clare's City of Bones,"“Let me put it this way, my father believed in a righteous God. Deus volt, that was his motto- 'because God wills it.' It was the Crusaders' motto, and they went into battle and were slaughtered just like my father. And when I saw him lying dead in a pool of his own blood, I knew then that I hadn't stopped believing in God. I'd just stopped believing God cared. There might be a God, Clary, and there might not, but I don't think it matters. Either way we're on our own.”",472,['god']
118,Francine Rivers,“Love God and He will enable you to love others even when they disappoint you.”,469,"['god', 'love']"
119,Bill Watterson,“Hobbes: Do you think there's a God?,448,"['calvin', 'god', 'hobbes', 'life']"
120,Toni Morrison,"“Let me tell you about love, that silly word you believe is about whether you like somebody or whether somebody likes you or whether you can put up with somebody in order to get something or someplace you want or you believe it has to do with how your body responds to another body like robins or bison or maybe you believe love is how forces or nature or luck is benign to you in particular not maiming or killing you but if so doing it for your own good. Love is none of that. There is nothing in nature like it. Not in robins or bison or in the banging tails of your hunting dogs and not in blossoms or suckling foal. Love is divine only and difficult always. If you think it is easy you are a fool. If you think it is natural you are blind. It is a learned application without reason or motive except that it is God. You do not deserve love regardless of the suffering you have endured. You do not deserve love because somebody did you wrong. You do not deserve love just because you want it. You can only earn - by practice and careful contemplations - the right to express it and you have to learn how to accept it. Which is to say you have to earn God. You have to practice God. You have to think God-carefully. And if you are a good and diligent student you may secure the right to show love. Love is not a gift. It is a diploma. A diploma conferring certain privileges: the privilege of expressing love and the privilege of receiving it. How do you know you have graduated? You don't. What you do know is that you are human and therefore educable, and therefore capable of learning how to learn, and therefore interesting to God, who is interested only in Himself which is to say He is interested only in love. Do you understand me? God is not interested in you. He is interested in love and the bliss it brings to those who understand and share the interest. Couples that enter the sacrament of marriage and are not prepared to go the distance or are not willing to get right with the real love of God cannot thrive. They may cleave together like robins or gulls or anything else that mates for life. But if they eschew this mighty course, at the moment when all are judged for the disposition of their eternal lives, their cleaving won't mean a thing. God bless the pure and holy. Amen.”",559,"['god', 'love']"
121,C.S. Lewis,"“Remember He is the artist and you are only the picture. You can't see it. So quietly submit to be painted---i.e., keep fulfilling all the obvious duties of your station (you really know quite well enough what they are!), asking forgiveness for each failure and then leaving it alone.You are in the right way. Walk---don't keep on looking at it.”",531,"['god', 'trust']"
122,Melina Marchetta,"“He is the most beautiful creature I have ever seen and it's not about his face, but the life force I can see in him. It's the smile and the pure promise of everything he has to offer. Like he's saying, 'Here I am world, are you ready for so much passion and beauty and goodness and love and every other word that should be in the dictionary under the word life?' Except this boy is dead, and the unnaturalness of it makes me want to pull my hair out with Tate and Narnie and Fitz and Jude's grief all combined. It makes me want to yell at the God that I wish I didn't believe in. For hogging him all to himself. I want to say, 'You greedy God. Give him back. I needed him here.”",511,"['god', 'grief', 'life', 'sadness']"
123,Corrie Ten Boom,“Is prayer your steering wheel or your spare tire?”,485,"['christian', 'god', 'jesus', 'pray', 'prayer']"
124,Charles Swindoll,“Anything under God's control is never out of control.”,473,"['god', 'hope', 'inspirational', 'jesus', 'relationship']"
125,Jeanette Winterson,"“The Buddhists say there are 149 ways to God. I'm not looking for God, only for myself, and that is far more complicated. God has had a great deal written about Him; nothing has been written about me. God is bigger, like my mother, easier to find, even in the dark. I could be anywhere, and since I can't describe myself I can't ask for help.”",450,"['god', 'life']"
126,Arthur Schopenhauer,“A sense of humour is the only divine quality of man”,448,"['divine', 'god', 'houmor', 'humour', 'man', 'sense']"
127,Chuck Palahniuk,"“If you could be either God’s worst enemy or nothing, which would you choose?”",446,"['god', 'nihilism', 'tyler-durden']"
128,Steve Maraboli,"“It's funny how, in this journey of life, even though we may begin at different times and places, our paths cross with others so that we may share our love, compassion, observations, and hope. This is a design of God that I appreciate and cherish.”",443,"['appreciation', 'compassion', 'god', 'hope', 'inspirational', 'journey', 'life', 'motivational', 'observation']"
129,Joyce Meyer,"“Spending time with God is the key to our strength and success in all areas of life. Be sure that you never try to work God into your schedule, but always work your schedule around Him.”",436,"['god', 'jesus', 'joyce-meyer', 'life', 'schedule', 'strength', 'success', 'work']"
130,Kabir,“Are you looking for me?,430,"['ecstatic-poetry', 'god', 'spirituality']"
131,Richard Dawkins,"“Do you really mean to tell me the only reason you try to be good is to gain God's approval and reward, or to avoid his disapproval and punishment? That's not morality, that's just sucking up, apple-polishing, looking over your shoulder at the great surveillance camera in the sky, or the still small wiretap inside your head, monitoring your every move, even your every base though.”",430,"['god', 'morality', 'morals']"
132,Cormac McCarthy,“He knew only that his child was his warrant. He said: If he is not the word of God God never spoke.”,429,"['father', 'god', 'son']"
133,John Lennon,"“Part of me suspects that I'm a loser, and the other part of me thinks I'm God Almighty.”",429,"['ego', 'god', 'life', 'loser']"
134,J.K. Rowling,"“You must accept the reality of other people. You think that reality is up for negotiation, that we think it's whatever you say it is. You must accept that we are as real as you are; you must accept that you are not God.”",416,"['god', 'inspirational', 'reality']"
135,William Blake,“The glory of Christianity is to conquer by forgiveness.”,405,"['christianity', 'god', 'philosophy', 'poetry']"
136,Anonymous,“There is no God but Allah and Muhammad is the Messenger of Allah.”,403,"['god', 'islam', 'muhammad-pbuh']"
