,Author,Quotes,Likes,Tags
231,Edward J. Stieglitz,"“The important thing to you is not how many years in your life, but how much life in your years!”",3100,['inspirational']
232,Abraham Lincoln,"“My concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.”",3070,"['inspirational', 'philosophical', 'politics', 'religion', 'religious']"
233,Roy T. Bennett,“To shine your brightest light is to be who you truly are.”,3068,"['be-yourself', 'being-yourself', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'light', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'shine']"
234,George Eliot,"“What do we live for, if it is not to make life less difficult for each other?”",3065,['inspirational']
235,P.C. Cast,"“Remember, darkness does not always equate to evil, just as light does not always bring good.”",3061,['inspirational']
236,Dr. Seuss,“I meant what I said and I said what I meant. An elephant's faithful one-hundred percent!”,3060,"['dr-seuss', 'humor', 'inspirational', 'musical']"
237,Margaret Walker,"“When I was about eight, I decided that the most wonderful thing, next to a human being, was a book.”",3034,"['books', 'inspirational']"
238,Paulo Coelho,“Tears are words that need to be written.”,3025,"['inspirational', 'sadness', 'writing']"
239,Anne Frank,"“I don't think of all the misery, but of the beauty that still remains.”",2981,"['beauty', 'hope', 'inspirational', 'joy']"
240,Roy T. Bennett,"“Great things happen to those who don't stop believing, trying, learning, and being grateful.”",3783,"['being-positive', 'believe', 'gratitude', 'inspiration', 'inspirational', 'inspirational-quotes', 'life', 'life-quotes', 'live', 'motivation', 'never-stop-believing', 'never-stop-learning', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'try', 'trying']"
241,Roy T. Bennett,“Be thankful for everything that happens in your life; it’s all an experience.”,3037,"['experience', 'gratitude', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'thankful']"
242,Margaret Atwood,“Don't let the bastards grind you down.”,2997,['inspirational']
243,Roy T. Bennett,“Sometimes you have to lose all you have to find out who you truly are.”,2993,"['be-yourself', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
244,Mark Twain,"“It's not the size of the dog in the fight, it's the size of the fight in the dog.”",2948,"['bravery', 'dog', 'famous', 'inspirational', 'valour']"
245,Adrienne Rich,“There must be those among whom we can sit down and weep and still be counted as warriors.”,2948,['inspirational']
246,John Muir,"“When one tugs at a single thing in nature, he finds it attached to the rest of the world.”",2930,['inspirational']
247,Randy Pausch,“The brick walls are there for a reason. The brick walls are not there to keep us out. The brick walls are there to give us a chance to show how badly we want something. Because the brick walls are there to stop the people who don’t want it badly enough. They’re there to stop the other people.”,2927,"['barriers', 'challenges', 'failure', 'failures', 'inspirational', 'perseverance']"
248,Maya Angelou,“A woman's heart should be so hidden in God that a man has to seek Him just to find her.”,2899,['inspirational']
249,Stephen Chbosky,"“please believe that things are good with me, and even when they're not, they will be soon enough. And i will always believe the same about you.”",2890,"['happiness', 'inspirational', 'life']"
250,Roy T. Bennett,"“Stop comparing yourself to other people, just choose to be happy and live your own life.”",2888,"['happiness', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
251,Laurell K. Hamilton,"“I will love you always. When this red hair is white, I will still love you. When the smooth softness of youth is replaced by the delicate softness of age, I will still want to touch your skin. When your face is full of the lines of every smile you have ever smiled, of every surprise I have seen flash through your eyes, when every tear you have ever cried has left its mark upon your face,I will treasure you all the more, because I was there to see it all. I will share your life with you, Meredith, and I will love you until the last breath leaves your body or mine.”",2876,"['inspirational', 'love', 'relationships']"
252,Roy T. Bennett,“You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.”,2876,"['achievement', 'change', 'comfort-zone', 'courage', 'dream', 'dreams', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leaders', 'leadership', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'start-up', 'step-out-of-your-comfort-zone']"
253,Roy T. Bennett,“You are not rich until you have a rich heart.”,2876,"['heart', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'rich', 'rich-heart', 'richness']"
254,Harvey Fierstein,"“Never be bullied into silence. Never allow yourself to be made a victim. Accept no one's definition of your life, but define yourself.”",2873,"['be-yourself', 'identity', 'individuality', 'inspirational', 'life', 'self-determination', 'self-esteem', 'self-expression']"
255,Sarah Dessen,"“Anyone can hide. Facing up to things, working through them, that's what makes you strong.”",2870,"['inspirational', 'strength', 'tough-times']"
256,Roy T. Bennett,"“Do not let the memories of your past limit the potential of your future. There are no limits to what you can achieve on your journey through life, except in your mind.”",2863,"['future', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'limit', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'potential']"
257,Madeline Miller,"“He is half of my soul, as the poets say.”",2861,"['inspirational', 'love']"
258,Anais Nin,"“I must be a mermaid, Rango. I have no fear of depths and a great fear of shallow living.”",2857,"['anais-nin', 'inspirational', 'living', 'mermaids', 'no-fear', 'sea']"
259,Robert Louis Stevenson,"“I kept always two books in my pocket, one to read, one to write in.”",2840,"['books', 'inspirational', 'on-writing', 'reading']"
260,Jack Kornfield,“In the end,2833,"['eastern-philosophy', 'inspirational']"
261,C. JoyBell C.,"“Life is too short to waste any amount of time on wondering what other people think about you. In the first place, if they had better things going on in their lives, they wouldn't have the time to sit around and talk about you. What's important to me is not others' opinions of me, but what's important to me is my opinion of myself.”",2828,"['defiant', 'freedom', 'inspirational', 'inspirational-attitude', 'inspirational-quotes', 'inspiring', 'life-and-living', 'self-belief', 'self-love', 'self-worth', 'society']"
262,Peter S. Beagle,"“Great heroes need great sorrows and burdens, or half their greatness goes unnoticed. It is all part of the fairy tale.”",2805,"['heroes', 'inspirational']"
263,Harper Lee,"“Atticus, he was real nice.""",2774,['inspirational']
264,Mitch Albom,"“So many people walk around with a meaningless life. They seem half-asleep, even when they're busy doing things they think are important. This is because they're chasing the wrong things. The way you get meaning into your life is to devote yourself to loving others, devote yourself to your community around you, and devote yourself to creating something that gives you purpose and meaning.”",2760,['inspirational']
265,Roy T. Bennett,“Let the improvement of yourself keep you so busy that you have no time to criticize others.”,2759,"['improvement', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'leadership', 'learning', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'success']"
266,Kurt Cobain,"“I'd rather be hated for who I am, than loved for who I am not.”",2756,['inspirational']
267,Charles Darwin,“A man who dares to waste one hour of time has not discovered the value of life.”,2706,"['dare', 'inspirational', 'life', 'science', 'time', 'value', 'waste']"
268,Fannie Flagg,"“I wonder how many people don't get the one they want, but end up with the one they're supposed to be with.”",2691,"['couples', 'deep', 'dissapointment', 'fate', 'heart', 'inspirational', 'love', 'people', 'romance']"
269,William Shakespeare,"“To-morrow, and to-morrow, and to-morrow,",2689,['inspirational']
270,Louis L'Amour,"“Once you have read a book you care about, some part of it is always with you.”",2723,"['books', 'inspirational', 'reading']"
271,Anne Frank,"“Parents can only give good advice or put them on the right paths, but the final forming of a person's character lies in their own hands.”",2700,"['growing-up', 'innocence', 'inspirational', 'parenting', 'personal-responsibility', 'right-of-passage', 'self-determination', 'self-responsibility']"
272,Leo Tolstoy,"“Only people who are capable of loving strongly can also suffer great sorrow, but this same necessity of loving serves to counteract their grief and heals them.”",2674,"['grief', 'inspirational']"
273,Marilyn Monroe,“Wanting to be someone else is a waste of the person you are.”,2667,"['inspirational', 'misattributed', 'self-acceptance', 'self-esteem']"
274,Moliere,“Trees that are slow to grow bear the best fruit.”,2659,"['inspirational', 'patience']"
275,Henry David Thoreau,"“The question is not what you look at, but what you see.”",2653,['inspirational']
276,Stephanie Lennox,"“I’ve been fighting to be who I am all my life. What’s the point of being who I am, if I can’t have the person who was worth all the fighting for?”",2628,"['fighting', 'funny', 'humour', 'husband', 'inspirational', 'love', 'lover', 'relationships', 'romance', 'spiritual', 'sweet', 'wife']"
277,Steve Maraboli,“Incredible change happens in your life when you decide to take control of what you do have power over instead of craving control over what you don't.”,2621,"['change', 'control', 'empowerment', 'inspirational', 'letting-go', 'life', 'motivational']"
278,Steve Maraboli,“I want to be in a relationship where you telling me you love me is just a ceremonious validation of what you already show me.”,2608,"['action', 'being-loved', 'inspirational', 'life', 'love', 'relationships']"
279,Neil deGrasse Tyson,"“For me, I am driven by two main philosophies: know more today about the world than I knew yesterday and lessen the suffering of others. You'd be surprised how far that gets you.”",2577,"['compassion', 'inspiration', 'inspirational', 'knowledge', 'learning', 'philosophy', 'science', 'values']"
280,Walt Whitman,“Keep your face always toward the sunshine - and shadows will fall behind you.”,2573,"['advice-for-daily-living', 'inspirational', 'positive-attitude']"
281,Charles bukowski,“there is a place in the heart that,2563,"['death', 'inspirational']"
282,Norman Vincent Peale,"“Shoot for the moon. Even if you miss, you'll land among the stars.”",2557,['inspirational']
283,Roy T. Bennett,“Do not set aside your happiness. Do not wait to be happy in the future. The best time to be happy is always now.”,2551,"['happiness', 'happy', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'living-now', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
284,Napoleon Bonaparte,“Courage isn't having the strength to go on - it is going on when you don't have strength.”,2516,"['courage', 'inspirational', 'strength']"
285,Buddha Siddhartha Guatama Shakyamuni,"“However many holy words you read, however many you speak, what good will they do you if you do not act on upon them?”",2509,['inspirational']
286,Ernest Hemingway,“All thinking men are atheists.”,2509,"['atheism', 'inspirational']"
287,Maya Angelou,“The desire to reach for the stars is ambitious. The desire to reach hearts is wise.”,2507,"['ambition', 'inspirational', 'wisdom']"
288,Doris Lessing,“What's terrible is to pretend that second-rate is first-rate. To pretend that you don't need love when you do; or you like your work when you know quite well you're capable of better.”,2507,['inspirational']
289,Philip Pullman,"“We don’t need a list of rights and wrongs, tables of dos and don’ts: we need books, time, and silence.",2488,"['books', 'inspirational']"
290,Ralph Waldo Emerson,“It is easy in the world to live after the world's opinion; it is easy in solitude to live after our own; but the great man is he who in the midst of the crowd keeps with perfect sweetness the independence of solitude.”,2472,"['essay', 'inspirational', 'lecture', 'nonfiction', 'philosophy', 'self-reliance', 'social-commentary', 'transcendentalism']"
291,Charlotte Brontë ,"“Jane, be still; don't struggle so like a wild, frantic bird, that is rending its own plumage in its desperation.""",2465,"['freedom', 'inspirational', 'literature']"
292,Mark A. Cooper,“Life has no remote....get up and change it yourself!”,2458,"['confidence', 'inspirational', 'inspirational-attitude', 'life', 'life-philosophy', 'optimism', 'power-of-words']"
293,Pablo Picasso,“Others have seen what is and asked why. I have seen what could be and asked why not. ”,2457,"['creativity', 'inspirational']"
294,John Green,"“When things break, it's not the actual breaking that prevents them from getting back together again. It's because a little piece gets lost - the two remaining ends couldn't fit together even if they wanted to. The whole shape has changed.”",2457,"['inspirational', 'life']"
295,Maya Angelou,“Ask for what you want and be prepared to get it!”,2455,['inspirational']
296,Roy T. Bennett,“Help others without any reason and give without the expectation of receiving anything in return.”,2430,"['give', 'giving', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'kindness', 'life', 'life-quotes', 'living']"
297,Gilles Deleuze,“A concept is a brick. It can be used to build a courthouse of reason. Or it can be thrown through the window.”,2429,"['anarchy', 'freedom', 'inspirational', 'lateral-thinking', 'philosophy', 'rationalism']"
298,Sarah Kay,"“If I should have a daughter…“Instead of “Mom”, she’s gonna call me “Point B.” Because that way, she knows that no matter what happens, at least she can always find her way to me. And I’m going to paint the solar system on the back of her hands so that she has to learn the entire universe before she can say “Oh, I know that like the back of my hand.”",2407,"['inspirational', 'poem']"
299,Ray Bradbury,"“If we listened to our intellect we'd never have a love affair. We'd never have a friendship. We'd never go in business because we'd be cynical: ""It's gonna go wrong."" Or ""She's going to hurt me."" Or,""I've had a couple of bad love affairs, so therefore . . ."" Well, that's nonsense. You're going to miss life. You've got to jump off the cliff all the time and build your wings on the way down.”",2399,['inspirational']
300,Roy T. Bennett,“Believe in your infinite potential. Your only limitations are those you set upon yourself.”,2418,"['believe', 'believe-in-yourself', 'confidence', 'empowerment', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'limitations', 'limits', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'potential', 'spiritual-growth', 'spirituality', 'talents']"
301,Roy T. Bennett,"“Listen with curiosity. Speak with honesty. Act with integrity. The greatest problem with communication is we don’t listen to understand. We listen to reply. When we listen with curiosity, we don’t listen with the intent to reply. We listen for what’s behind the words.”",2399,"['action', 'actions', 'communication', 'curiosity', 'honest', 'inspiration', 'inspirational', 'inspirational-quotes', 'integrity', 'integrity-quotes', 'leadership', 'life', 'life-quotes', 'listen', 'listening', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'speak', 'speaking']"
302,Tolstoy Leo,"“If you want to be happy, be.”",2398,['inspirational']
303,C. JoyBell C.,"“The unhappiest people in this world, are those who care the most about what other people think.”",2398,"['freedom', 'inspirational', 'inspirational-attitude', 'inspirational-quotes', 'life-and-living', 'society', 'unhappiness', 'unhappy-life']"
304,Napoleon Hill,"“The starting point of all achievement is DESIRE. Keep this constantly in mind. Weak desire brings weak results, just as a small fire makes a small amount of heat.”",2391,['inspirational']
305,Steve Maraboli,"“Happiness is not the absence of problems, it's the ability to deal with them.”",2386,"['empowerment', 'happiness', 'inspirational', 'life-lessons', 'motivational', 'problems']"
306,Mother Teresa,"“If we have no peace, it is because we have forgotten that we belong to each other.”",2364,"['compassion', 'connecting', 'humanity', 'inspirational', 'love', 'sharing']"
307,عمر طاهر,“مش مهم انك تغير الكون... المهم انك تخلي الكون ما يغيركش”,2363,['inspirational']
308,Stephen Chbosky,“I just want you to know that you’re very special… and the only reason I’m telling you is that I don’t know if anyone else ever has.”,2363,"['inspirational', 'stephen-chbosky', 'the-perks-of-being-a-wallflower']"
309,Nora Roberts,"“If you don't go after what you want, you'll never have it. If you don't ask, the answer is always no. If you don't step forward, you're always in the same place.”",2360,['inspirational']
310,Ralph Waldo Emerson,"“Whatever you do, you need courage. Whatever course you decide upon, there is always someone to tell you that you are wrong. There are always difficulties arising that tempt you to believe your critics are right. To map out a course of action and follow it to an end requires some of the same courage that a soldier needs. Peace has its victories, but it takes brave men and women to win them.”",2353,"['courage', 'inspirational']"
311,George Washington Burnap,"“The grand essentials to happiness in this life are something to do, something to love, and something to hope for.”",2349,"['happiness', 'inspirational', 'misattributed-to-chalmers', 'misattributed-to-joseph-addison', 'misattributed-to-kant', 'misattributed-tom-bodett', 'widely-misattributed']"
312,Gustave Flaubert,“Be steady and well-ordered in your life so that you can be fierce and original in your work.”,2347,"['inspirational', 'life', 'work']"
313,Eleanor Roosevelt,"“No matter how plain a woman may be, if truth and honesty are written across her face, she will be beautiful.”",2345,"['beauty', 'inner-beauty', 'inspirational']"
314,Maya Angelou,"“Stepping onto a brand-new path is difficult, but not more difficult than remaining in a situation, which is not nurturing to the whole woman.”",2343,"['change', 'inspirational', 'self-determination']"
315,Alfred Tennyson,“I am a part of all that I have met.”,2341,"['attitude', 'inspirational']"
316,John Anster,"“Whatever you can do or dream you can, begin it.",2337,"['inspirational', 'misattributed-goethe']"
317,John Green,“I figured something out. The future is unpredictable.”,2332,"['humor', 'inspirational', 'obvious', 'stupid']"
318,Erin Morgenstern,"“You may tell a tale that takes up residence in someone's soul, becomes their blood and self and purpose. That tale will move them and drive them and who knows that they might do because of it, because of your words. That is your role, your gift.”",2319,"['inspirational', 'story-teller', 'storytelling', 'your-gift']"
319,Albert Einstein,“Imagination is everything. It is the preview of life's coming attractions.”,2311,"['creativity', 'fantasy', 'imagination', 'inspirational']"
320,Patricia Cornwell,“Do no harm and leave the world a better place than you found it.”,2292,['inspirational']
321,C. JoyBell C.,"“Pain is a pesky part of being human, I've learned it feels like a stab wound to the heart, something I wish we could all do without, in our lives here. Pain is a sudden hurt that can't be escaped. But then I have also learned that because of pain, I can feel the beauty, tenderness, and freedom of healing. Pain feels like a fast stab wound to the heart. But then healing feels like the wind against your face when you are spreading your wings and flying through the air! We may not have wings growing out of our backs, but healing is the closest thing that will give us that wind against our faces.”",2284,"['beauty', 'experience', 'flight', 'flying', 'freedom', 'growing', 'growth', 'heal', 'healing', 'hurt', 'hurting', 'inspirational', 'inspirational-life', 'inspirational-quotes', 'inspiring', 'learning', 'life', 'life-and-living', 'life-lessons', 'living', 'living-life', 'pain', 'painful', 'wind', 'wings', 'wisdom', 'wisdom-in-life', 'wisdom-quotes']"
322,Buddha Siddhartha Guatama Shakyamuni,“There is nothing more dreadful than the habit of doubt. Doubt separates people. It is a poison that disintegrates friendships and breaks up pleasant relations. It is a thorn that irritates and hurts; it is a sword that kills.”,2283,['inspirational']
323,Galileo Galilei,“I have never met a man so ignorant that I couldn't learn something from him.”,2282,['inspirational']
324,Mahatma Gandhi,"“Earth provides enough to satisfy every man's needs, but not every man's greed.”",2279,"['bounty', 'conservation', 'earth', 'environment', 'greed', 'indulgence', 'inspirational', 'man', 'need']"
325,Neil Gaiman,"“Because,' she said, 'when you're scared but you still do it anyway,",2278,['inspirational']
326,Roy T. Bennett,“It’s your life; you don’t need someone’s permission to live the life you want. Be brave to live from your heart.”,2227,"['brave', 'courage', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'live-from-your-heart', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
327,Robert Frost,"“Two roads diverged in a wood, and I -",2209,"['choice', 'consequence', 'individuality', 'inspirational']"
328,George Carlin,"“We're so self-important. So arrogant. Everybody's going to save something now. Save the trees, save the bees, save the whales, save the snails. And the supreme arrogance? Save the planet! Are these people kidding? Save the planet? We don't even know how to take care of ourselves; we haven't learned how to care for one another. We're gonna save the fuckin' planet? . . . And, by the way, there's nothing wrong with the planet in the first place. The planet is fine. The people are fucked! Compared with the people, the planet is doin' great. It's been here over four billion years . . . The planet isn't goin' anywhere, folks. We are! We're goin' away. Pack your shit, we're goin' away. And we won't leave much of a trace. Thank God for that. Nothing left. Maybe a little Styrofoam. The planet will be here, and we'll be gone. Another failed mutation; another closed-end biological mistake.”",2206,"['extinction', 'humanity', 'inspirational', 'pale-blue-dot', 'perspective']"
329,Rebecca Walker,"“. . . when it comes down to it, that’s what life is all about: showing up for the people you love, again and again, until you can’t show up anymore.”",2199,['inspirational']
330,John Henry Newman,"“I sought to hear the voice of God and climbed the topmost steeple, but God declared: ""Go down again - I dwell among the people.”",2342,"['god', 'inspirational', 'love']"
331,Robert Frost,"“I am not a teacher, but an awakener.”",2162,"['carpe-diem', 'education', 'inspirational', 'learning', 'mentoring']"
332,Hugo Victor,“Not being heard is no reason for silence.”,2141,['inspirational']
333,Horton Foote,“I’ve known people that the world has thrown everything at to discourage them...to break their spirit. And yet something about them retains a dignity. They face life and don’t ask quarters.”,2141,"['inspirational', 'life']"
334,Ralph Waldo Emerson,“Write it on your heart that every day is the best day in the year.”,2129,"['advice-for-daily-living', 'inspirational', 'live-in-the-moment', 'optimism', 'wonder']"
335,Bob Ross,"“We don't make mistakes, just happy little accidents.”",2123,"['art', 'inspirational']"
336,Tami Hoag,"“We never know the quality of someone else's life, though we seldom resist the temptation to assume and pass judgement.”",2122,['inspirational']
337,Judy Blume,"“My only advice is to stay aware, listen carefully, and yell for help if you need it.”",2120,"['inspirational', 'life']"
338,Friedrich Nietzsche,“The higher we soar the smaller we appear to those who cannot fly.”,2099,['inspirational']
339,Roy T. Bennett,“Be Brave and Take Risks: You need to have faith in yourself. Be brave and take risks. You don't have to have it all figured out to move forward.”,2098,"['authentic-living', 'being-positive', 'brave', 'courage', 'faith', 'inspiration', 'inspirational', 'inspirational-quotes', 'life', 'life-quotes', 'motivation', 'moving-forward', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'start-up']"
340,Rumi,"“Where there is ruin, there is hope for a treasure.”",2083,['inspirational']
341,L.M. Montgomery,"“Well, we all make mistakes, dear, so just put it behind you. We should regret our mistakes and learn from them, but never carry them forward into the future with us.”",2081,"['inspirational', 'mistakes']"
342,Antoine de Saint-Exupéry,"“You're beautiful, but you're empty...One couldn't die for you. Of course, an ordinary passerby would think my rose looked just like you. But my rose, all on her own, is more important than all of you together, since she's the one I've watered. Since she's the one I put under glass, since she's the one I sheltered behind the screen. Since she's the one for whom I killed the caterpillars (except the two or three butterflies). Since she's the one I listened to when she complained, or when she boasted, or even sometimes when she said nothing at all. Since she's my rose.”",2081,"['caring', 'inspirational', 'love', 'roses', 'uniqueness']"
343,Roy T. Bennett,“Happiness depends on your mindset and attitude.”,2076,"['attitude', 'happiness', 'happy', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'mind', 'mindset', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
344,Maya Angelou,"“Any book that helps a child to form a habit of reading, to make reading one of his deep and continuing needs, is good for him.”",2072,"['books', 'inspirational', 'library']"
345,George Carlin,"“Men are from Earth, women are from Earth. Deal with it.”",2069,"['common-sense', 'equality', 'feminism', 'humanism', 'humor', 'inspirational', 'men-and-women']"
346,Confucius,"“If you make a mistake and do not correct it, this is called a mistake.”",2056,"['inspirational', 'mistake']"
347,Roy T. Bennett,“Do Not Lie to Yourself,2055,"['comfort-zone', 'courage', 'excuse', 'honesty', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
348,Cassandra Clare,"“Hearts are breakable,"" Isabelle said. ""And I think even when you heal, you're never what you were before"".”",2037,"['broken-hearted', 'healing', 'heartbreak', 'inspirational', 'love']"
349,Walt Disney Company,"“No matter how your heart is grieving, if you keep on believing, the dreams that you wish will come true.”",2035,"['dreams', 'inspirational']"
350,Roy T. Bennett,“Surround Yourself with People Who Believe in Your Dreams:,2025,"['ambition', 'dream', 'dreams', 'encourage', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
351,Anne Frank,“Because paper has more patience than people. ”,2022,"['affirming', 'inspirational', 'uplifting']"
352,Rudyard Kipling,“If you can keep your head when all about you,2004,"['ataraxy', 'inspirational', 'life', 'manhood', 'moral-courage', 'perseverance']"
353,C. JoyBell C.,"“A star falls from the sky and into your hands. Then it seeps through your veins and swims inside your blood and becomes every part of you. And then you have to put it back into the sky. And it's the most painful thing you'll ever have to do and that you've ever done. But what's yours is yours. Whether it’s up in the sky or here in your hands. And one day, it'll fall from the sky and hit you in the head real hard and that time, you won't have to put it back in the sky again.”",1998,"['cherishing', 'faith', 'heartwarming', 'hope', 'inspirational', 'learning', 'letting-go', 'life', 'life-and-learning', 'life-and-living', 'life-lessons', 'stars', 'treasure']"
354,Steve Maraboli,"“Sometimes life knocks you on your ass... get up, get up, get up!!! Happiness is not the absence of problems, it's the ability to deal with them.”",1991,"['ability', 'action', 'gratitude', 'happiness', 'inspirational', 'life', 'motivational', 'moving-forward', 'problems', 'success']"
355,John Green,"“The real heroes anyway aren't the people doing things; the real heroes are the people NOTICING things, paying attention.”",1963,['inspirational']
356,Victor Hugo,"“Have courage for the great sorrows of life and patience for the small ones; and when you have laboriously accomplished your daily task, go to sleep in peace. God is awake.”",1959,"['courage', 'inspirational']"
357,Sherrilyn Kenyon,“Just because you can doesn't mean you should.”,1956,['inspirational']
358,Brandon Sanderson,“Life before Death.,1953,"['inspirational', 'motto']"
359,Roy T. Bennett,"“When you do the right thing, you get the feeling of peace and serenity associated with it. Do it again and again.”",1944,"['action', 'do-the-right-thing', 'doing', 'inner-peace', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'optimism', 'optimistic', 'peace', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'serenity']"
360,Roy T. Bennett,"“Do what you love, love what you do, and with all your heart give yourself to it.”",1944,"['do', 'doing', 'heart', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'love', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
361,Mawlana Jalal-al-Din Rumi,"“There is a candle in your heart, ready to be kindled.",1909,['inspirational']
362,J.K. Rowling,"“There is no good and evil, there is only power and those too weak to seek it.”",1901,"['good-and-evil', 'inspirational', 'life']"
363,Lucille Clifton,"“You might as well answer the door, my child,",1898,['inspirational']
364,Chuck Palahniuk,"“Only after disaster can we be resurrected. It's only after you've lost everything that you're free to do anything. Nothing is static, everything is evolving, everything is falling apart.”",1892,"['fight-club', 'inspirational', 'tyler', 'tyler-durden']"
365,Joni Eareckson Tada,“Sometimes God allows what he hates to accomplish what he loves.”,1882,"['faith', 'god', 'inspirational', 'love']"
366,Roy T. Bennett,"“Once you realize you deserve a bright future, letting go of your dark past is the best choice you will ever make.”",1882,"['choice', 'future', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'letting-go', 'letting-go-and-moving-on', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
367,Brene Brown,“Owning our story can be hard but not nearly as difficult as spending our lives running from it. Embracing our vulnerabilities is risky but not nearly as dangerous as giving up on love and belonging and joy—the experiences that make us the most vulnerable. Only when we are brave enough to explore the darkness will we discover the infinite power of our light.”,1873,"['belonging', 'courage', 'inspirational', 'light', 'love', 'vulnerability']"
368,Sarah Vowell,"“We are flawed creatures, all of us. Some of us think that means we should fix our flaws. But get rid of my flaws and there would be no one left.”",1859,"['flaws', 'individuality', 'inspirational']"
369,Steve Maraboli,“How would your life be different if…You stopped making negative judgmental assumptions about people you encounter? Let today be the day…You look for the good in everyone you meet and respect their journey.”,1845,"['action', 'assumption', 'change', 'compassion', 'inspirational', 'judging', 'kindness', 'life', 'respect', 'success']"
370,Helen Keller,"“Death is no more than passing from one room into another. But there's a difference for me, you know. Because in that other room I shall be able to see.”",1841,"['blindness', 'death', 'faith', 'inspirational', 'wisdom']"
371,Martin Luther King Jr.,“No one really knows why they are alive until they know what they'd die for.”,1840,"['death', 'inspirational']"
