,Author,Quotes,Likes,Tags
1548,Kerry E. Wagner,"“you don't have to worry about burning bridges, if you're building your own”",249,"['accountability', 'inspirational', 'ownership', 'resourcefulness', 'responsibility', 'self-help', 'self-reliance']"
1549,Patrick Rothfuss,"“It’s not over if you’re still here,” Chronicler said. “It’s not a tragedy if you’re still alive.”",249,"['hope', 'inspirational', 'tragedy']"
1550,Cassandra Clare,"“The point of stories is not that they are objectively true, but that the soul of the story is truer than reality. Those who mock fiction do so because they fear the truth.”",248,"['fiction', 'inspirational', 'stories']"
1551,Steve Maraboli ,"“If you believe you can, you might. If you know you can, you will.”",247,"['action', 'believe', 'inspirational', 'knowing', 'life', 'motivational', 'success']"
1552,Roy T. Bennett,“You make the world a better place by making daily improvements to become the best version of yourself.”,247,"['improvement', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
1553,Jack Canfield,"“And so I wait. I wait for time to heal the pain and raise me to me feet once again - so that I can start a new path, my own path, the one that will make me whole again.”",246,"['healing', 'inspirational', 'pain']"
1554,Albert Einstein,“It is harder to crack prejudice than an atom.”,245,"['humor', 'inspirational', 'science']"
1555,Nick Vujicic,"“Life isn't about having, it's about being. You could surround yourself with all that money can buy, and you'd still be as miserable as a human can be. I know people with perfect bodies who don't have half the happiness I've found. On my journeys I've seen more joy in the slums of Mumbai and the orphanages of Africa than in wealthy gated communities and on sprawling estates worth millions. Why is that? You'll find contentment when your talents and passion are completely engaged, in full force. Recognise instant self-gratification for what it is. Resist the temptation to grab for material objects like the perfect house, the coolest clothes or the hottest car. The if I just had X, I would be happy syndrome is a mass delusion. When you look for happiness in mere objects, they are never enough. Look around. Look within.”",245,['inspirational']
1556,Margaret Thatcher,"“I always cheer up immensely if an attack is particularly wounding because I think, well, if they attack one personally, it means they have not a single political argument left.”",244,"['humor', 'inspirational', 'politics', 'slander', 'wisdom']"
1557,Holstee Manifesto,“This is your life. Do what you want and do it often.,243,['inspirational']
1558,Henry David Thoreau,“It is not enough to be industrious; so are the ants. What are you industrious about?”,241,"['industriousness', 'inspirational', 'purpose']"
1559,Aimee Cabo Nikolov,“We can be beacons of light”,187,['inspirational']
1560,C.S. Lewis,"“Wrong will be right, when Aslan comes in sight,",425,"['aslan', 'inspirational', 'prophecy']"
1561,Abraham Lincoln,"“In this sad world of ours, sorrow comes to all; and, to the young, it comes with bitterest agony, because it takes them unawares. The older have learned to ever expect it. I am anxious to afford some alleviation of your present distress. Perfect relief is not possible, except with time. You can not now realize that you will ever feel better. Is not this so? And yet it is a mistake. You are sure to be happy again. To know this, which is certainly true, will make you some less miserable now. I have had experience enough to know what I say; and you need only to believe it, to feel better at once.”",366,"['1862', 'bereavement', 'grieving', 'inspirational', 'letter-to-fanny-mccullough', 'mourning', 'sorrow']"
1562,Paulo Coelho,“Travel is never a matter of money but of courage”,357,"['inspirational', 'philosophy']"
1563,Johann Sebastian Bach,“Music is an agreeable harmony for the honor of God and the permissible delights of the soul.”,343,"['christian', 'inspirational', 'music', 'power-of-music']"
1564,Michael Jordan,“You must expect great things of yourself before you can do them.”,322,"['inspirational', 'success']"
1565,J.M. Darhower,"“Go for it, while you can. I know you have it in you. And I can't promise you'll get everything you want, but I can promise nothing will change if you don't try.”",301,"['inspirational', 'life', 'promises', 'risks', 'sempre']"
1566,Leo Tolstoy,"“Man cannot possess anything as long as he fears death. But to him who does not fear it, everything belongs. If there was no suffering, man would not know his limits, would not know himself. ”",300,"['death', 'inspirational']"
1567,John Stuart Mill,"“War is an ugly thing, but not the ugliest of things: the decayed and degraded state of moral and patriotic feeling which thinks that nothing is worth a war, is much worse. When a people are used as mere human instruments for firing cannon or thrusting bayonets, in the service and for the selfish purposes of a master, such war degrades a people. A war to protect other human beings against tyrannical injustice; a war to give victory to their own ideas of right and good, and which is their own war, carried on for an honest purpose by their free choice, — is often the means of their regeneration. A man who has nothing which he is willing to fight for, nothing which he cares more about than he does about his personal safety, is a miserable creature who has no chance of being free, unless made and kept so by the exertions of better men than himself. As long as justice and injustice have not terminated their ever-renewing fight for ascendancy in the affairs of mankind, human beings must be willing, when need is, to do battle for the one against the other.”",289,"['ethics', 'fight', 'foreign-policy', 'injustice', 'inspirational', 'justice', 'morality', 'motivational', 'patriotic', 'safety', 'selfish', 'tyranny', 'war', 'will']"
1568,Libba Bray,"“To those who will see, the world waits.”",288,['inspirational']
1569,Helen Keller,"“Security is mostly a superstition. It does not exist in nature, nor do the children of men as a whole experience it. Avoiding danger is no safer in the long run than outright exposure. Life is either a daring adventure, or nothing.”",287,"['challenges', 'inspirational', 'life']"
1570,Shannon Hale,"“I keep thinking about a tale my nurse used to read to me about a bird whose wings are pinned to the ground. In the end, when he finally frees himself, he flies so high he becomes a star. My nurse said the story was about how we all have something that keeps us down.”",274,['inspirational']
1571,Randy Pausch,"“Wait long enough and people will surprise and impress. When you're pissed off at someone and you're angry at them, you just haven't given them enough time. Just give them a little more time and they almost always will impress you.”",273,['inspirational']
1572,Hafsah Faizal,"“We hunt the flame, the light in the darkness, the good this world deserves.”",269,"['fantasy', 'inspirational', 'we-hunt-the-flame']"
1573,Hamka,“Kecantikan yang abadi terletak pada keelokan adab dan ketinggian ilmu seseorang. Bukan terletak pada wajah dan pakaiannya.”,267,['inspirational']
1574,Daniel Keyes,"“A child may not know how to feed itself, or what to eat, yet it knows hunger.”",265,['inspirational']
1575,Winston Churchill,“Success is the ability to go from failure to failure without losing your enthusiasm”,265,['inspirational']
1576,Winston Churchill,"“However beautiful the strategy, you should occasionally look at the results.”",260,['inspirational']
1577,Maya Angelou,"“Each of us has the right and the responsibility to assess the roads which lie ahead, and those over which we have traveled, and if the future road looms ominous or unpromising, and the roads back uninviting, then we need to gather our resolve and, carrying only the necessary baggage, step off that road into another direction. If the new choice is also unpalatable, without embarrassment, we must be ready to change that as well.”",257,['inspirational']
1578,Matthew Dicks,"“You have to be the bravest person in the world to go out every day, being yourself when no one likes who you are.”",254,"['autism', 'bravery', 'inspirational']"
1579,V.C. Andrews,"“Love doesn't always come when you want it to. Sometimes it just happens, despite your will.”",253,"['inspirational', 'love', 'truth']"
1580,Roy T. Bennett,“What helps you persevere is your resilience and commitment.”,253,"['commitment', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'perseverance', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'resilience']"
1581,Jon Krakauer,"“The sea's only gifts are harsh blows, and occasionally the chance to feel strong. Now I don't know much about the sea, but I do know that that's the way it is here. And I also know how important it is in life not necessarily to be strong but to feel strong. To measure yourself at least once. To find yourself at least once in the most ancient of human conditions. Facing the blind death stone alone, with nothing to help you but your hands and your own head.”",251,['inspirational']
1582,Sir Francis Bacon,"“Begin doing what you want to do now. We are not living in eternity. We have only this moment, sparkling like a star in our hand--and melting like a snowflake...”",248,['inspirational']
1583,Suzanne Collins,“You could do a lot worse.”,246,['inspirational']
1584,Tom Hiddleston,“Never stop. Never stop fighting. Never stop dreaming.”,242,"['inspirational', 'tom-hiddleston']"
1585,Wendy Mass,“Maybe some things aren't meant to be known. maybe there just meant to be accepted.”,240,['inspirational']
1586,T.H. White,"“If people reach perfection they vanish, you know.”",237,"['human', 'inspirational', 'people', 'perfection']"
1587,Seneca,"“Life is like a play: it's not the length, but the excellence of the acting that matters.”",236,"['inspirational', 'life']"
1588,Masashi Kishimoto,"“People live their lives bound by what they accept as correct and true. That’s how they define Reality. But what does it mean to be “correct” or “true”? Merely vague concepts… Their Reality may all be a mirage. Can we consider them to simply be living in their own world, shaped by their beliefs?”",235,"['inspirational', 'life', 'perspective']"
1589,J.K. Rowling,"“Be ruthless about protecting writing days, i.e., do not cave in to endless requests to have ""essential"" and ""long overdue"" meetings on those days. The funny thing is that, although writing has been my actual job for several years now, I still seem to have to fight for time in which to do it. Some people do not seem to grasp that I still have to sit down in peace and write the books, apparently believing that they pop up like mushrooms without my connivance. I must therefore guard the time allotted to writing as a Hungarian Horntail guards its firstborn egg.”",232,"['inspirational', 'j-k-rowling', 'writers', 'writing', 'writing-inspiration']"
1590,Helen Keller,“Never bend your head. Hold it high. Look the world straight in the eye.”,565,['inspirational']
1591,L. Frank Baum,"“That proves you are unusual,"" returned the Scarecrow; ""and I am convinced that the only people worthy of consideration in this world are the unusual ones. For the common folks are like the leaves of a tree, and live and die unnoticed.”",473,"['inspirational', 'random', 'unusual', 'weird']"
1592,Dorothy Parker,“It serves me right for putting all my eggs in one bastard.”,357,"['abortion', 'inspirational']"
1593,Alfred Lord Tennyson,"“Come friends, it's not too late to seek a newer world.”",350,"['advice', 'encouragement', 'hope', 'inspirational']"
1594,N.K. Jemisin,“For all those that have to fight for the respect that everyone else is given without question.”,332,"['inspirational', 'social-justice']"
1595,Lynette Mather,"“What if the kid you bullied at school, grew up, and turned out to be the only surgeon who could save your life?”",320,"['bullying', 'inspirational', 'kids', 'thoughts-on-life']"
1596,Criss Jami,"“Good works is giving to the poor and the helpless, but divine works is showing them their worth to the One who matters.”",311,"['beautiful', 'christ-like', 'compassion', 'consideration', 'divine-love', 'divine-works', 'empathy', 'faith', 'giving', 'god-like', 'good-works', 'helping-others', 'inspirational', 'jesus', 'life', 'poor', 'sympathy', 'the-one', 'unconditional-love', 'value', 'works', 'worth']"
1597,Amit Ray,“A bird is safe in its nest - but that is not what its wings are made for.”,293,"['bird', 'inspirational', 'inspirational-quotes', 'philosophy', 'philosophy-of-life', 'true-purpose', 'wings', 'wisdom', 'wisdom-quote']"
1598,Zayn Malik,"“No matter how hard life is, don't lose hope”",289,"['inspirational', 'life', 'one-direction']"
1599,Idowu Koyenikan,"“To progress in life, I don’t focus on how much I have done but on how much I have yet to do.”",285,"['inspiration', 'inspirational', 'motivation']"
1600,Elizabeth Gilbert,“One must always be prepared for riotous and endless waves of transformation.”,280,"['inspirational', 'motivational']"
1601,Ann Brashares,"“Try, reach, want, and you may fall. But even if you do, you might be okay anyway.",276,['inspirational']
1602,Benjamin Disraeli,"“When men are pure, laws are useless; when men are corrupt, laws are broken.”",272,"['inspirational', 'truth']"
1603,Robert Jordan,"“Til shade is gone,",256,"['bad-ass', 'inspirational']"
1604,William James,"“Be not afraid of life. Believe that life is worth living, and your belief will help create the fact.”",254,['inspirational']
1605,robert m drake,“Sometimes to self-discover you must self-destruct.”,252,"['happyquotes', 'hope', 'inspirational', 'inspirationalquotes', 'inspired', 'instadaily', 'instaquote', 'lovequotes', 'pinquotes', 'poems', 'poetry', 'quote', 'quoteoftheday', 'quotes', 'relationships', 'rmdrake', 'sadquotes', 'sayings', 'spokenword', 'tattoo', 'typewriter', 'vsco', 'writer', 'writing']"
1606,Steven Erikson,"“We humans do not understand compassion. In each moment of our lives, we betray it. Aye, we know of its worth, yet in knowing we then attach to it a value, we guard the giving of it, believing it must be earned, T’lan Imass. Compassion is priceless in the truest sense of the wold. It must be given freely. In abundance.”",249,['inspirational']
1607,Lao Tzu,"“When people see some things as beautiful,",247,"['beauty', 'evil', 'good', 'inspirational', 'lao-tzu', 'tao-te-ching', 'worldview']"
1608,Cecelia Ahern,“There's no limit to what you can dream. You,247,"['dreams', 'inspirational', 'love']"
1609,Gibran Khalil Gibran,“Do not love half lovers,245,['inspirational']
1610,Allan Rufus,“Your inner strength is your outer foundation”,242,"['inspirational', 'love', 'motivation', 'peace', 'personal-development', 'personal-growth', 'quotes', 'realization', 'self', 'self-discovery', 'self-help', 'spiritual-growth', 'upliftment']"
1611,Wendelin Van Draanen,“You can't dwell on what might have been...and it's not fair to condemn him for something he hasn't done.”,240,"['grandpa-chet', 'inspirational', 'prejudice', 'wisdom']"
1612,Fred Rogers,“Who we are in the present includes who we were in the past.”,238,"['character', 'inspirational', 'personal-development']"
1613,Fred Rogers,"“It's very dramatic when two people come together to work something out. It's easy to take a gun and annihilate your opposition, but what is really exciting to me is to see people with differing views come together and finally respect each other.”",238,"['guns', 'inspirational', 'respect', 'working-together']"
1614,Tony Robbins,"“If you do what you've always done, you'll get what you've always gotten. ”",237,"['educational', 'inspirational', 'instructive']"
1615,Richard Bach,“Listen to what you know instead of what you fear.”,233,"['inspirational', 'life-lessons']"
1616,"Ernesto ""Che"" Guevara",“Silence is argument carried out by other means.”,230,"['inspirational', 'life', 'revolutionary']"
1617,Gaddy Bergmann,“Someday is now.”,229,['inspirational']
1618,J.K. Rowling,"“The mistake ninety-nine percent of humanity made, as far as Fats could see, was being ashamed of what they were; lying about it, trying to be somebody else.”",227,"['being-someone-else', 'being-someone-else-you-are-not', 'hating-yourself', 'hiding', 'humanity', 'inspirational', 'lying', 'self-acceptance', 'self-hatred', 'shame', 'trying-to-be-like-someone-else']"
1619,Courtney A. Walsh,“Dear Human:,226,"['happiness', 'healing', 'inspirational', 'love']"
1620,Albert Einstein,"“Everything is determined, the beginning as well as the end, by forces over which we have no control. It is determined for the insect, as well as for the star. Human beings, vegetables, or cosmic dust, we all dance to a mysterious tune, intoned in the distance by an invisible piper.”",361,"['destiny', 'einstein', 'inspirational']"
1621,Rumi,“You think of yourself,295,"['inspirational', 'iran', 'persian-poetry', 'rumi', 'rumi-poetry']"
1622,Martin Luther,“Everything that is done in this world is done by hope.”,293,"['hope', 'inspirational']"
1623,Amit Ray,“You are never alone. You are eternally connected with everyone.”,284,"['advaita', 'advaita-vedanta', 'alone', 'aloneness', 'awakening', 'awareness', 'enlightenment', 'eternal', 'eternal-life', 'eternal-truths', 'everyone', 'everyone-belongs', 'global-oneness', 'insights', 'inspirational', 'interconnectedness', 'life', 'life-lessons', 'loneliness', 'motivational', 'non-duality', 'nonduality', 'oneness', 'spiritual-growth', 'spiritual-quotes', 'spirituality', 'unity', 'vedanta', 'wisdom', 'wisdom-quotes']"
1624,Dean Karnazes,"“Run when you can, walk if you have to, crawl if you must; just never give up.”",282,"['inspirational', 'running']"
1625,William Shakespeare,"“Of all the wonders that I have heard,",279,"['death', 'inspirational']"
1626,John Grogan,"“A dog has no use for fancy cars or big homes or designer clothes. Status symbol means nothing to him. A waterlogged stick will do just fine. A dog judges others not by their color or creed or class but by who they are inside. A dog doesn't care if you are rich or poor, educated or illiterate, clever or dull. Give him your heart and he will give you his. It was really quite simple, and yet we humans, so much wiser and more sophisticated, have always had trouble figuring out what really counts and what does not. As I wrote that farewell column to Marley, I realized it was all right there in front of us, if only we opened our eyes. Sometimes it took a dog with bad breath, worse manners, and pure intentions to help us see.”",272,['inspirational']
1627,James Thurber,"“All human beings should try to learn before they die what they are running from, and to, and why.”",270,"['aphorism', 'inspirational']"
1628,Steve Maraboli,"“When you say ""I"" and ""my"" too much, you lose the capacity to understand the ""we"" and ""our"".”",267,"['inspirational', 'life', 'love', 'relationships', 'understanding-others']"
1629,Deepak Chopra,"“According to this law [the law of Dharma], you have a unique talent and a unique way of expressing it. There is something that you can do better than anyone else in the whole world--and for every unique talent and unique expression of that talent, there are also unique needs. When these needs are matched with the creative expression of your talent, that is the spark that creates affluence. Expressing your talents to fulfill needs creates unlimited wealth and abundance.”",256,"['inspirational', 'talent']"
1630,Hippocrates,"“Wherever the art of Medicine is loved, there is also a love of Humanity. ”",255,"['inspirational', 'medicine']"
1631,John Newton,"“Although my memory's fading, I remember two things very clearly: I am a great sinner and Christ is a great Savior.”",255,"['biographical', 'inspirational']"
1632,Bell Hooks,"“One of the best guides to how to be self-loving is to give ourselves the love we are often dreaming about receiving from others. There was a time when I felt lousy about my over-forty body, saw myself as too fat, too this, or too that. Yet I fantasized about finding a lover who would give me the gift of being loved as I am. It is silly, isn't it, that I would dream of someone else offering to me the acceptance and affirmation I was withholding from myself. This was a moment when the maxim ""You can never love anybody if you are unable to love yourself"" made clear sense. And I add, ""Do not expect to receive the love from someone else you do not give yourself.”",253,"['affirmation', 'inspirational', 'love', 'self-acceptance', 'self-love']"
1633,Paulo Coelho,“What hurts us is what heals us”,245,['inspirational']
1634,Christian D. Larson,“Believe in yourself and all that you are. Know that there is something inside you that is greater than any obstacle.”,239,"['believe', 'inspirational']"
1635,فؤاد حداد,"“كلمة أنا ما تحلاش إلا بدفا الجماعة. زى لمّا تخبط على باب الحبايب ويسألوا ""مين؟"" تقول ""أنا"" ويعرفوك من حسك”",238,['inspirational']
1636,فؤاد حداد,“و أنا فى الحقيقة ماليش فى الوصف كتير..أنا باحب و باكره”,231,['inspirational']
1637,Donald Miller,"“And if these mountains had eyes, they would wake to find two strangers in their fences, standing in admiration as a breathing red pours its tinge upon earth's shore. These mountains, which have seen untold sunrises, long to thunder praise but stand reverent, silent so that man's weak praise should be given God's attention.”",230,"['beauty', 'god', 'inspirational', 'mountains', 'nature', 'praise']"
1638,Leo Buscaglia,"“There are scores of people waiting for someone just like us to come along; people who will appreciate our compassion, our encouragement, who will need our unique talents. Someone who will live a happier life merely because we took the time to share what we had to give.”",227,['inspirational']
1639,Jules Renard,"“It`s not how old you are, it`s how you are old.”",226,"['aging-gracefully', 'inspirational', 'living', 'old-age']"
1640,Agatha Christie,"“To every problem, there is a most simple solution.”",226,['inspirational']
1641,Nikola Tesla,"“Life is and will ever remain an equation incapable of solution, but it contains certain known factors.”",226,"['humor', 'inspiration', 'inspirational', 'life', 'science']"
1642,Bob Ong,"“karapatan kong madapa at bumangon sa buhay nang walang tatawa, magagalit, magtatanong, o magbibilang kung ilang beses na 'kong nagkamali at ilang ulit ako dapat bumawi”",225,"['inspirational', 'life-lessons', 'mistakes', 'trials']"
1643,Cassandra Clare,"“Do not let those who cannot see the truth tell you who you are. You are the flame that cannot be put out. You are the star that cannot be lost. You are who you have always been, and that is enough and more than enough. Anyone who looks at you and sees darkness is blind.”",225,"['chain-gold', 'inspirational', 'inspiring', 'love', 'shadowhunters']"
1644,Benjamin Disraeli,"“Never apologize for showing feeling. When you do so, you apologize for the truth.”",224,['inspirational']
1645,Herodotus,"“He asked, 'Croesus, who told you to attack my land and meet me as an enemy instead of a friend?'",221,"['inspirational', 'war']"
1646,Sarah Dessen,"“The future was one thing that could never be broken, because it had not yet had the chance to be anything.”",218,"['be-anything', 'choice', 'future', 'inspirational', 'sarah-dessen', 'unbroken', 'wisdom']"
1647,Roy T. Bennett,"“You attract who you are being. When you work at being the type of person that you want to attract, you attract those kinds of people into your life.”",218,"['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'laws-of-attraction', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
1648,Demi Lovato,“The sky is the limit... for some people aim higher nothing is impossible.”,215,['inspirational']
1649,Evanescence,"“If people make fun of you, that probably means you're doing something right.”",211,"['inspirational', 'life', 'people']"
1650,Patrick Ness,“Not everyone,341,['inspirational']
1651,Lin-Manuel Miranda,“[BURR],339,"['hamilton', 'inspirational', 'musicals']"
1652,Joseph Campbell,“You enter the forest,307,"['inspirational', 'life', 'way']"
1653,Eleanor Roosevelt,“It's your life-but only if you make it so.”,287,['inspirational']
1654,Roy T. Bennett,“Believe in your infinite potential. Your only limitations are those you set upon yourself.,276,"['abilities', 'ability', 'believe', 'believe-in-yourself', 'confidence', 'dream', 'dreams', 'empowerment', 'hope', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'limitations', 'limits', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'potential', 'self-doubt', 'spiritual-growth', 'spirituality']"
1655,أحمد العايدي,“أنا مُبتلَى بيـا,263,"['arabic', 'inspirational', 'sadness', 'spiritual']"
1656,Andrew Clements,"“Two wrongs don't make a right, but don't three lefts make a right? Two wrongs don't make a right, but don't two negatives make a positive?”",261,"['andrew', 'beautiful', 'clements', 'inspirational', 'ironic', 'life', 'oxemoron', 'paradox', 'wisdom']"
1657,Johann Wolfgang von Goethe,“At the moment of commitment the entire universe conspires to assist you.”,258,['inspirational']
1658,Bertrand Russell,"“Three passions, simple but overwhelmingly strong, have governed my life: the longing for love, the search for knowledge, and unbearable pity for the suffering of mankind. These passions, like great winds, have blown me hither and thither, in a wayward course, over a great ocean of anguish, reaching to the very verge of despair.",252,['inspirational']
1659,William Faulkner,"“The aim of every artist is to arrest motion, which is life, by artificial means and hold it fixed so that a hundred years later, when a stranger looks at it, it moves again since it is life.”",251,"['achievement', 'artist', 'goal', 'inspirational']"
1660,Lana Del Rey,"“Who belonged to no one, who belonged to everyone.",246,"['ambition', 'believe', 'dreamers', 'inspirational']"
1661,Ralph Waldo Emerson,“None of us will ever accomplish anything excellent or commanding except when he listens to this whisper which is heard by him alone.”,244,"['inspirational', 'self-determination', 'self-expression']"
1662,Napoleon Hill,"“Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit.”",243,"['failure', 'inspirational']"
1663,Anonymous,"“Whatsoever a man soweth, that shall he also reap.”",241,"['bible', 'god', 'inspirational', 'truth']"
1664,Nicholas Sparks,“Distance can ruin even the best of intentions.,240,"['inspirational', 'nicholas-sparks', 'the-rescue']"
1665,Robert Jordan,"“One more dance along the razor's edge finished. Almost dead yesterday, maybe dead tomorrow, but alive, gloriously alive, today.”",239,"['inspirational', 'lord-of-chaos', 'military', 'military-quote', 'one-more-dance', 'robert-jordan']"
1666,Mark Helprin,"“As long as you have life and breath, believe. Believe for those who cannot. Believe even if you have stopped believing. Believe for the sake of the dead, for love, to keep your heart beating, believe. Never give up, never despair, let no mystery confound you into the conclusion that mystery cannot be yours.”",235,"['believe', 'inspirational']"
1667,Camille Paglia,"“We cannot have a world where everyone is a victim. ""I'm this way because my father made me this way. I'm this way because my husband made me this way."" Yes, we are indeed formed by traumas that happen to us. But then you must take charge, you must take over, you are responsible.”",235,"['america', 'art', 'criticism', 'culture', 'democrat', 'inspirational', 'liberal', 'libertarian', 'republican', 'responsibility', 'sex', 'trauma', 'victim']"
1668,robert m drake,“A tamed woman will never leave her mark in the world.”,234,"['happyquotes', 'hope', 'inspirational', 'inspirationalquotes', 'inspired', 'instadaily', 'instaquote', 'lovequotes', 'pinquotes', 'poems', 'poetry', 'quote', 'quoteoftheday', 'quotes', 'relationships', 'rmdrake', 'sadquotes', 'sayings', 'spokenword', 'tattoo', 'typewriter', 'vsco', 'writer', 'writing']"
1669,Louisa May Alcott,"“Keep good company, read good books, love good things and cultivate soul and body as faithfully as you can.”",232,"['books', 'inspirational', 'life']"
1670,Donny Dhirgantoro,"“Mimpi-mimpi kamu, cita-cita kamu, keyakinan kamu, apa yang kamu mau kejar, biarkan ia menggantung, mengambang 5 centimeter di depan kening kamu. Jadi dia nggak akan pernah lepas dari mata kamu. Dan kamu bawa mimpi dan keyakinan kamu itu setiap hari, kamu lihat setiap hari, dan percaya bahwa kamu bisa.",226,['inspirational']
1671,J.K. Rowling,"“I am not worried, Harry,"" said Dumbledore, his voice a little stronger despite the freezing water. ""I am with you.”",225,"['dumbledore', 'faith', 'harry-potter', 'inspirational']"
1672,Noam Chomsky,“Do you train for passing tests or do you train for creative inquiry?”,224,"['education', 'inspiration', 'inspirational', 'learning']"
1673,David Sheff,"“In his suicide note, Kurt Cobain wrote, ""It's better to burn out than to fade away."" He was quoting a Neil Young song about Johnny Rotten of the Sex Pistols. When I was twenty-four, I interviewed John Lennon. I asked him about this sentiment, one that pervades rock and roll. He took strong, outraged exception to it. ""It's better to fade away like an old soldier than to burn out, "" he said. ""I worship people who survive. I'll take the living and the healthy.”",223,['inspirational']
1674,Fred Rogers,"“In the external scheme of things, shining moments are as brief as the twinkling of an eye, yet such twinklings are what eternity is made of -- moments when we human beings can say ""I love you,"" ""I'm proud of you,"" ""I forgive you,"" ""I'm grateful for you."" That's what eternity is made of: invisible imperishable good stuff.”",222,"['eternity', 'inspirational']"
1675,Alice Sebold,"“Heaven is comfort, but it's still not living.”",221,"['family', 'haunting', 'imaginative', 'inspirational', 'murder', 'personal-growth', 'rape']"
1676,Roy T. Bennett,"“If you have kindness in your heart, you offer acts of kindness to touch the hearts of others wherever you go—whether they are random or planned. Kindness becomes a way of life.”",219,"['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'kindness', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
1677,Morrie Schwartz,"“Do the kind of things that come from the heart, When you do, you won't be dissatisfied, you won't be envious, you won't be longing for somebody else's things. On the contrary, you'll be overhelmed with what comes back”",217,"['inspirational', 'life-lessons', 'mitch-albom']"
1678,Aristotle,"“Where your talents and the needs of the world cross, there lies your vocation.”",215,['inspirational']
1679,Sara Shepard,“Its more fun to think of the future than dwell on the past.”,213,"['future', 'inspirational', 'past']"
1680,Mark Twain,"“There isn't time, so brief is life, for bickerings, apologies, heartburnings, callings to account. There is only time for loving, and but an instant, so to speak, for that.”",378,"['forgiveness', 'inspirational', 'relationships']"
1681,C. JoyBell C.,“Life has no victims. There are no victims in this life.,321,"['bravery', 'courage', 'courage-in-life', 'courageous', 'inspirational', 'inspirational-character', 'inspirational-life', 'inspirational-quotes', 'life-and-living']"
1682,Elisabeth Kübler-Ross,"“The opinion which other people have of you is their problem, not yours.”",297,['inspirational']
1683,Virgil,“Death twitches my ear;,286,"['carpe-diem', 'creepy', 'death', 'death-and-dying', 'inspirational', 'living', 'philosophical', 'philosophy', 'seize-the-day']"
1684,C.S. Lewis,“No great wisdom can be reached without sacrifice.”,262,['inspirational']
1685,Kate DiCamillo,“You can't always judge people by the things they done. You got to judge them by what they are doing now.”,257,['inspirational']
1686,Jon Ronson,"“There is no evidence that we've been placed on this planet to be especially happy or especially normal. And in fact our unhappiness and our strangeness, our anxieties and compulsions, those least fashionable aspects of our personalities, are quite often what lead us to do rather interesting things.”",252,['inspirational']
1687,Alice Hoffman,"“If every life is a river, then it's little wonder that we do not even notice the changes that occur until we are far out in the darkest sea. One day you look around and nothing is familiar, not even your own face.",249,"['first-sentence', 'inspirational']"
1688,John Bytheway,"“It is better to be respected than it is to be popular. Popularity ends on yearbook day, but respect lasts forever.”",247,['inspirational']
1689,Roy T. Bennett,“There are some values that you should never compromise on to stay true to yourself; you should be brave to stand up for what you truly believe in even if you stand alone.”,242,"['be-yourself', 'core-values', 'inspirational', 'life-and-living', 'life-lessons', 'motivational']"
1690,Dieter F. Uchtdorf,“What we love determines what we seek. What we seek determines what we think and do. What we think and do determines who we are — and who we will become.”,237,['inspirational']
1691,Ayn Rand,"“Have you ever felt the longing for someone you could admire? For something, not to look down at, but up to?”",236,"['achievement', 'admiration', 'atlas-shrugged', 'inspirational', 'love', 'objectivism']"
1692,Benjamin Franklin,"“If you fail to plan, you are planning to fail!”",234,"['inspirational', 'planning', 'wordplay']"
1693,Roy T. Bennett,"“Every challenge you face today makes you stronger tomorrow. The challenge of life is intended to make you better, not bitter.”",231,"['challenge', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'strong']"
